target model rmsd protocol
hxk4 36 0.440503 shape
hxk4 37 0.421471 shape
hxk4 38 0.946652 shape
hxk4 39 0.973252 shape
hxk4 40 0.885198 shape
hxk4 41 0.984677 shape
hxk4 42 0.826728 shape
hxk4 43 0.876144 shape
hxk4 44 0.656108 shape
hxk4 45 0.752841 shape
hxk4 46 0.566674 shape
hxk4 47 2.34048 shape
hxk4 48 0.64214 shape
hxk4 49 0.657411 shape
hxk4 50 0.954852 shape
hxk4 51 0.950383 shape
hxk4 52 0.886579 shape
hxk4 53 0.878821 shape
hxk4 54 0.942346 shape
hxk4 55 1.44879 shape
hxk4 56 1.39867 shape
hxk4 57 1.42946 shape
hxk4 58 1.39969 shape
hxk4 59 1.49004 shape
hxk4 60 1.41913 shape
hxk4 61 1.44276 shape
hxk4 62 1.5339 shape
hxk4 63 1.42306 shape
hxk4 64 0.857373 shape
hxk4 65 0.692459 shape
hxk4 66 2.09998 shape
hxk4 67 2.11191 shape
hxk4 68 0.795048 shape
hxk4 69 0.812536 shape
hxk4 70 0.849493 shape
hxk4 71 0.84076 shape
hxk4 72 0.72514 shape
hxk4 73 1.45255 shape
hxk4 74 1.44319 shape
hxk4 75 1.43763 shape
hxk4 76 1.43328 shape
hxk4 77 1.45447 shape
hxk4 78 1.43526 shape
hxk4 79 1.28589 shape
hxk4 80 1.29302 shape
hxk4 81 1.31815 shape
hxk4 82 1.5199 shape
hxk4 83 1.28564 shape
hxk4 84 1.41555 shape
hxk4 85 1.43799 shape
hxk4 86 1.44294 shape
hxk4 87 1.53649 shape
hxk4 88 2.16966 shape
hxk4 89 1.56652 shape
hxk4 90 1.50935 shape
hxk4 91 1.53107 shape
hxk4 92 1.50399 shape
hxk4 93 1.55321 shape
hxk4 94 1.29135 shape
hxk4 95 1.46812 shape
hxk4 96 1.43474 shape
hxk4 97 1.63083 shape
hxk4 98 1.44081 shape
hxk4 99 1.46523 shape
hxk4 100 1.46457 shape
hxk4 101 1.40515 shape
hxk4 102 1.72559 shape
hxk4 103 1.99396 shape
hxk4 104 1.93662 shape
hxk4 105 1.93817 shape
hxk4 106 0.8969 shape
hxk4 107 0.890066 shape
hxk4 108 1.05423 shape
hxk4 109 2.04849 shape
hxk4 110 1.93748 shape
hxk4 111 2.01851 shape
hxk4 112 1.0529 shape
hxk4 113 1.71894 shape
hxk4 114 1.59073 shape
hxk4 115 1.96794 shape
hxk4 116 2.00106 shape
hxk4 117 1.43425 shape
hxk4 118 1.9994 shape
hxk4 119 1.42756 shape
hxk4 120 1.75153 shape
hxk4 121 1.39841 shape
hxk4 122 1.45229 shape
hxk4 123 1.60411 shape
hxk4 124 1.42074 shape
hxk4 125 1.51497 shape
hxk4 126 2.06464 shape
hxk4 127 1.99164 shape
hxk4 128 1.49066 shape
hxk4 129 1.45334 shape
hxk4 130 1.45502 shape
hxk4 131 1.98933 shape
hxk4 132 1.73767 shape
hxk4 133 2.14003 shape
hxk4 134 1.75976 shape
hxk4 135 1.66259 shape
hxk4 136 1.74362 shape
hxk4 137 1.65462 shape
hxk4 138 1.66408 shape
hxk4 139 1.68288 shape
hxk4 140 2.30077 shape
hxk4 141 2.25166 shape
hxk4 142 0.768698 shape
hxk4 143 1.31529 shape
hxk4 144 2.0074 shape
hxk4 145 0.995163 shape
hxk4 146 0.916545 shape
hxk4 147 2.22782 shape
hxk4 148 1.27415 shape
hxk4 149 1.3355 shape
hxk4 150 1.64263 shape
hxk4 151 2.04088 shape
hxk4 152 1.66206 shape
hxk4 153 1.65795 shape
hxk4 154 2.1756 shape
hxk4 155 1.8374 shape
hxk4 156 0.725436 shape
hxk4 157 2.27515 shape
hxk4 158 1.01572 shape
hxk4 159 1.43366 shape
hxk4 160 1.45051 shape
hxk4 161 1.41435 shape
hxk4 162 1.46332 shape
hxk4 163 1.47834 shape
hxk4 164 1.46352 shape
hxk4 165 1.94549 shape
hxk4 166 1.89865 shape
hxk4 167 1.97762 shape
hxk4 168 1.505 shape
hxk4 169 1.71545 shape
hxk4 170 1.0167 shape
hxk4 171 0.934641 shape
hxk4 172 2.21417 shape
hxk4 173 1.24957 shape
hxk4 174 1.4445 shape
hxk4 175 1.34316 shape
hxk4 176 1.67897 shape
hxk4 177 1.75641 shape
hxk4 178 0.648209 shape
hxk4 179 1.66842 shape
hxk4 180 0.393258 shape
hxk4 181 1.36079 shape
hxk4 182 2.04687 shape
hxk4 183 1.37505 shape
hxk4 184 1.70095 shape
hxk4 185 0.396643 shape
hxk4 186 0.562499 shape
hxk4 187 1.84725 shape
hxk4 188 1.46488 shape
hxk4 189 1.75498 shape
hxk4 190 1.0059 shape
hxk4 191 1.46593 shape
hxk4 192 0.862422 shape
hxk4 193 2.01658 shape
hxk4 194 1.96286 shape
hxk4 195 1.53497 shape
hxk4 196 1.38898 shape
hxk4 197 1.84331 shape
hxk4 198 0.703591 shape
hxk4 199 0.864989 shape
hxk4 200 0.930857 shape
igf1r 1 2.3645 shape
igf1r 2 2.42908 shape
igf1r 3 2.44449 shape
igf1r 4 2.28898 shape
igf1r 5 2.43951 shape
igf1r 6 1.62385 shape
igf1r 7 2.34946 shape
igf1r 8 2.42088 shape
igf1r 9 2.70347 shape
igf1r 10 2.45565 shape
igf1r 11 2.34578 shape
igf1r 12 2.57135 shape
igf1r 13 2.60598 shape
igf1r 14 2.53027 shape
igf1r 15 2.44142 shape
igf1r 16 2.50898 shape
igf1r 17 2.50932 shape
igf1r 18 2.57595 shape
igf1r 19 2.419 shape
igf1r 20 1.83891 shape
igf1r 21 1.99115 shape
igf1r 22 2.53643 shape
igf1r 23 2.54765 shape
igf1r 24 2.18138 shape
igf1r 25 2.44369 shape
igf1r 26 2.43622 shape
igf1r 27 2.14266 shape
igf1r 28 2.03421 shape
igf1r 29 1.54355 shape
igf1r 30 2.34307 shape
igf1r 31 2.0122 shape
igf1r 32 1.96111 shape
igf1r 33 0.943118 shape
igf1r 34 2.30061 shape
igf1r 35 2.04888 shape
igf1r 36 1.86681 shape
igf1r 37 2.07929 shape
igf1r 38 2.1039 shape
igf1r 39 2.24362 shape
igf1r 40 2.4187 shape
igf1r 41 2.40567 shape
igf1r 42 2.2562 shape
igf1r 43 2.3619 shape
igf1r 44 1.81908 shape
igf1r 45 1.97379 shape
igf1r 46 2.63366 shape
igf1r 47 2.61846 shape
igf1r 48 2.67718 shape
igf1r 49 2.49267 shape
igf1r 50 1.78966 shape
igf1r 51 1.85767 shape
igf1r 52 1.83874 shape
igf1r 53 1.80058 shape
igf1r 54 2.16159 shape
igf1r 55 2.4461 shape
igf1r 56 2.50652 shape
igf1r 57 2.14082 shape
igf1r 58 2.22728 shape
igf1r 59 2.48587 shape
igf1r 60 2.43023 shape
igf1r 61 2.61274 shape
igf1r 62 2.4744 shape
igf1r 63 2.4826 shape
igf1r 64 2.44902 shape
igf1r 65 1.9783 shape
igf1r 66 1.99225 shape
igf1r 67 2.41084 shape
igf1r 68 2.40495 shape
igf1r 69 2.44954 shape
igf1r 70 2.41007 shape
igf1r 71 1.65364 shape
igf1r 72 1.62909 shape
igf1r 73 1.67925 shape
igf1r 74 1.93772 shape
igf1r 75 2.36844 shape
igf1r 76 2.04467 shape
igf1r 77 1.3881 shape
igf1r 78 2.00767 shape
igf1r 79 2.40529 shape
igf1r 80 2.06258 shape
igf1r 81 0.457196 shape
igf1r 82 0.962057 shape
igf1r 83 2.18661 shape
igf1r 84 2.19756 shape
igf1r 85 2.6027 shape
igf1r 86 2.20767 shape
igf1r 87 2.31049 shape
igf1r 88 1.51168 shape
igf1r 89 2.4705 shape
igf1r 90 2.44932 shape
igf1r 91 2.47754 shape
igf1r 92 2.51566 shape
igf1r 93 2.11469 shape
igf1r 94 2.58374 shape
igf1r 95 2.42201 shape
igf1r 96 2.20686 shape
igf1r 97 2.03635 shape
igf1r 98 2.08445 shape
igf1r 99 1.92876 shape
igf1r 100 2.16964 shape
igf1r 101 2.49147 shape
igf1r 102 2.60216 shape
igf1r 103 2.03384 shape
igf1r 104 1.92129 shape
igf1r 105 1.97335 shape
igf1r 106 2.54753 shape
igf1r 107 1.11594 shape
igf1r 108 1.40951 shape
igf1r 109 1.19907 shape
igf1r 110 2.16439 shape
igf1r 111 1.49681 shape
igf1r 112 1.69159 shape
igf1r 113 2.8043 shape
igf1r 114 0.754706 shape
igf1r 115 2.00169 shape
igf1r 116 1.96406 shape
igf1r 117 2.01418 shape
igf1r 118 1.71046 shape
igf1r 119 2.01483 shape
igf1r 120 1.9737 shape
igf1r 121 2.01472 shape
igf1r 122 1.52888 shape
igf1r 123 1.54383 shape
igf1r 124 2.56871 shape
igf1r 125 2.59582 shape
igf1r 126 2.57771 shape
igf1r 127 2.27692 shape
igf1r 128 2.2305 shape
igf1r 129 2.03484 shape
igf1r 130 2.05662 shape
igf1r 131 1.60234 shape
igf1r 132 1.9513 shape
igf1r 133 2.0933 shape
igf1r 134 2.66918 shape
igf1r 135 2.53819 shape
igf1r 136 2.58435 shape
igf1r 137 1.52974 shape
igf1r 138 1.50218 shape
igf1r 139 1.48943 shape
igf1r 140 1.50414 shape
igf1r 141 1.85373 shape
igf1r 142 2.42975 shape
igf1r 143 2.32019 shape
igf1r 144 2.26007 shape
igf1r 145 2.52985 shape
igf1r 146 2.67884 shape
igf1r 147 2.67616 shape
igf1r 148 1.54551 shape
igf1r 149 1.45074 shape
igf1r 150 1.439 shape
igf1r 151 2.35401 shape
igf1r 152 1.95746 shape
igf1r 153 1.93609 shape
igf1r 154 1.3899 shape
igf1r 155 1.4813 shape
igf1r 156 1.40432 shape
igf1r 157 0.648742 shape
igf1r 158 2.48888 shape
igf1r 159 2.10826 shape
igf1r 160 2.36677 shape
igf1r 161 2.16269 shape
igf1r 162 2.1727 shape
igf1r 163 2.279 shape
igf1r 164 1.9594 shape
igf1r 165 1.33335 shape
igf1r 166 1.96127 shape
igf1r 167 2.2455 shape
igf1r 168 2.31329 shape
igf1r 169 1.47551 shape
igf1r 170 1.83897 shape
igf1r 171 1.4738 shape
igf1r 172 2.29683 shape
igf1r 173 2.52639 shape
igf1r 174 2.34316 shape
igf1r 175 2.45041 shape
igf1r 176 2.27578 shape
igf1r 177 2.73676 shape
igf1r 178 1.97823 shape
igf1r 179 1.92284 shape
igf1r 180 2.35908 shape
igf1r 181 2.31932 shape
igf1r 182 2.04607 shape
igf1r 183 2.39967 shape
igf1r 184 2.29686 shape
igf1r 185 2.30126 shape
igf1r 186 2.45193 shape
igf1r 187 2.51239 shape
igf1r 188 1.71298 shape
igf1r 189 2.51101 shape
igf1r 190 2.54338 shape
igf1r 191 2.44726 shape
igf1r 192 2.64245 shape
igf1r 193 2.47487 shape
igf1r 194 1.74019 shape
igf1r 195 1.97023 shape
igf1r 196 1.72656 shape
igf1r 197 2.18394 shape
igf1r 198 2.36565 shape
igf1r 199 2.02986 shape
igf1r 200 2.50469 shape
inha 1 1.15786 shape
inha 2 1.82135 shape
inha 3 1.00369 shape
inha 4 1.02726 shape
inha 5 1.0856 shape
inha 6 1.05767 shape
inha 7 1.0335 shape
inha 8 1.10142 shape
inha 9 1.07035 shape
inha 10 1.80557 shape
inha 11 1.87688 shape
inha 12 1.26898 shape
inha 13 1.99411 shape
inha 14 1.91858 shape
inha 15 1.88233 shape
inha 16 1.93302 shape
inha 17 1.56256 shape
inha 18 1.17116 shape
inha 19 1.54782 shape
inha 20 1.92544 shape
inha 21 1.88556 shape
inha 22 1.51423 shape
inha 23 1.90013 shape
inha 24 1.14238 shape
inha 25 1.56281 shape
inha 26 1.89521 shape
inha 27 1.91774 shape
inha 28 1.57055 shape
inha 29 1.88697 shape
inha 30 1.54699 shape
inha 31 1.89587 shape
inha 32 1.89229 shape
inha 33 1.50435 shape
inha 34 1.97649 shape
inha 35 1.1227 shape
inha 36 1.07228 shape
inha 37 1.09981 shape
inha 38 1.145 shape
inha 39 1.89924 shape
inha 40 1.89318 shape
inha 41 1.91812 shape
inha 42 1.69164 shape
inha 43 1.71867 shape
inha 44 1.21909 shape
inha 45 1.56602 shape
inha 46 1.19445 shape
inha 47 1.25266 shape
inha 48 1.15628 shape
inha 49 1.22778 shape
inha 50 1.23505 shape
inha 51 1.29483 shape
inha 52 1.20875 shape
inha 53 1.18838 shape
inha 54 1.12395 shape
inha 55 1.2025 shape
inha 56 1.49428 shape
inha 57 1.23824 shape
inha 58 1.4723 shape
inha 59 1.68871 shape
inha 60 1.50991 shape
inha 61 1.5101 shape
inha 62 1.56126 shape
inha 63 1.15386 shape
inha 64 1.90365 shape
inha 65 1.86561 shape
inha 66 1.90682 shape
inha 67 1.17329 shape
inha 68 1.14026 shape
inha 69 1.14279 shape
inha 70 1.01248 shape
inha 71 1.9294 shape
inha 72 1.81141 shape
inha 73 1.90647 shape
inha 74 1.53653 shape
inha 75 1.67528 shape
inha 76 1.8614 shape
inha 77 1.5492 shape
inha 78 0.521569 shape
inha 79 1.56503 shape
inha 80 1.50362 shape
inha 81 1.55848 shape
inha 82 1.71381 shape
inha 83 1.87208 shape
inha 84 1.95129 shape
inha 85 1.85538 shape
inha 86 1.87854 shape
inha 87 1.88198 shape
inha 88 1.41463 shape
inha 89 1.21819 shape
inha 90 1.85221 shape
inha 91 1.29889 shape
inha 92 0.984193 shape
inha 93 1.10169 shape
inha 94 1.03179 shape
inha 95 1.2191 shape
inha 96 1.02141 shape
inha 97 1.50127 shape
inha 98 0.564915 shape
inha 99 1.49338 shape
inha 100 1.73462 shape
inha 101 1.79552 shape
inha 102 1.50097 shape
inha 103 0.51014 shape
inha 104 1.25941 shape
inha 105 1.51073 shape
inha 106 1.29847 shape
inha 107 1.30922 shape
inha 108 1.90422 shape
inha 109 1.68863 shape
inha 110 2.02701 shape
inha 111 1.97505 shape
inha 112 1.70952 shape
inha 113 2.1259 shape
inha 114 1.74249 shape
inha 115 1.89631 shape
inha 116 2.02175 shape
inha 117 1.90108 shape
inha 118 1.83633 shape
inha 119 1.87905 shape
inha 120 1.969 shape
inha 121 1.42145 shape
inha 122 1.33526 shape
inha 123 1.96963 shape
inha 124 2.07023 shape
inha 125 1.50047 shape
inha 126 1.33172 shape
inha 127 1.50698 shape
inha 128 1.99376 shape
inha 129 2.07028 shape
inha 130 1.95405 shape
inha 131 1.8361 shape
inha 132 1.93075 shape
inha 133 1.97036 shape
inha 134 1.65898 shape
inha 135 1.45775 shape
inha 136 1.50804 shape
inha 137 0.542204 shape
inha 138 1.84626 shape
inha 139 1.8305 shape
inha 140 1.89838 shape
inha 141 1.82904 shape
inha 142 1.89178 shape
inha 143 1.23265 shape
inha 144 1.2558 shape
inha 145 1.87808 shape
inha 146 1.23679 shape
inha 147 2.09148 shape
inha 148 1.22222 shape
inha 149 0.546498 shape
inha 150 1.20513 shape
inha 151 2.01284 shape
inha 152 1.97303 shape
inha 153 2.05796 shape
inha 154 1.80104 shape
inha 155 1.50363 shape
inha 156 1.88676 shape
inha 157 1.19655 shape
inha 158 1.2088 shape
inha 159 1.96068 shape
inha 160 1.94645 shape
inha 161 1.86638 shape
inha 162 1.93244 shape
inha 163 2.0493 shape
inha 164 1.89158 shape
inha 165 1.2203 shape
inha 166 1.91854 shape
inha 167 1.21304 shape
inha 168 1.88448 shape
inha 169 1.49879 shape
inha 170 1.92488 shape
inha 171 1.93339 shape
inha 172 1.95748 shape
inha 173 1.20113 shape
inha 174 1.1868 shape
inha 175 1.16375 shape
inha 176 1.74989 shape
inha 177 1.20361 shape
inha 178 1.43848 shape
inha 179 1.4749 shape
inha 180 1.43908 shape
inha 181 1.67247 shape
inha 182 1.17523 shape
inha 183 1.50891 shape
inha 184 0.783314 shape
inha 185 0.583971 shape
inha 186 1.97986 shape
inha 187 2.06094 shape
inha 188 1.92158 shape
inha 189 1.25004 shape
inha 190 1.93019 shape
inha 191 1.26321 shape
inha 192 1.27252 shape
inha 193 1.50001 shape
inha 194 1.20733 shape
inha 195 1.41475 shape
inha 196 1.21402 shape
inha 197 1.13898 shape
inha 198 1.18305 shape
inha 199 1.28607 shape
inha 200 1.18902 shape
ital 1 1.40832 shape
ital 2 1.59137 shape
ital 3 1.40236 shape
ital 4 0.971975 shape
ital 5 1.65406 shape
ital 6 1.57578 shape
ital 7 1.33992 shape
ital 8 1.38722 shape
ital 9 1.29206 shape
ital 10 1.25046 shape
ital 11 1.11458 shape
ital 12 1.40977 shape
ital 13 1.65516 shape
ital 14 0.947079 shape
ital 15 1.0864 shape
ital 16 1.12797 shape
ital 17 1.1321 shape
ital 18 1.06419 shape
ital 19 1.29043 shape
ital 20 1.56402 shape
ital 21 1.43301 shape
ital 22 1.24436 shape
ital 23 1.10076 shape
ital 24 0.820636 shape
ital 25 1.37081 shape
ital 26 1.61712 shape
ital 27 1.61012 shape
ital 28 0.904534 shape
ital 29 0.869901 shape
ital 30 0.819802 shape
ital 31 0.668201 shape
ital 32 0.712506 shape
ital 33 1.05729 shape
ital 34 1.22136 shape
ital 35 1.01069 shape
ital 36 1.20358 shape
ital 37 1.39521 shape
ital 38 1.76101 shape
ital 39 1.28864 shape
ital 40 1.14247 shape
ital 41 1.14955 shape
ital 42 0.75204 shape
ital 43 0.832044 shape
ital 44 1.13571 shape
ital 45 1.164 shape
ital 46 1.18075 shape
ital 47 1.40425 shape
ital 48 1.17489 shape
ital 49 1.14548 shape
ital 50 0.772706 shape
ital 51 1.13754 shape
ital 52 1.19631 shape
ital 53 1.11321 shape
ital 54 1.23883 shape
ital 55 1.08842 shape
ital 56 0.783471 shape
ital 57 0.775656 shape
ital 58 1.52941 shape
ital 59 0.80469 shape
ital 60 1.32723 shape
ital 61 0.906133 shape
ital 62 0.789429 shape
ital 63 1.18408 shape
ital 64 1.2914 shape
ital 65 1.31233 shape
ital 66 1.21205 shape
ital 67 1.15486 shape
ital 68 1.17882 shape
ital 69 1.17416 shape
ital 70 1.13494 shape
ital 71 1.38155 shape
ital 72 1.22245 shape
ital 73 0.878237 shape
ital 74 0.688806 shape
ital 75 1.18066 shape
ital 76 1.0858 shape
ital 77 1.20216 shape
ital 78 1.21071 shape
ital 79 0.898763 shape
ital 80 1.19881 shape
ital 81 0.691391 shape
ital 82 1.29756 shape
ital 83 0.900484 shape
ital 84 0.773589 shape
ital 85 0.738834 shape
ital 86 0.789479 shape
ital 87 0.905912 shape
ital 88 1.11576 shape
ital 89 1.2075 shape
ital 90 1.2333 shape
ital 91 1.07266 shape
ital 92 1.04817 shape
ital 93 1.66277 shape
ital 94 0.845501 shape
ital 95 1.21677 shape
ital 96 1.20221 shape
ital 97 0.884299 shape
ital 98 0.797869 shape
ital 99 0.891702 shape
ital 100 1.1954 shape
ital 101 1.06459 shape
ital 102 1.21903 shape
ital 103 1.1236 shape
ital 104 1.38636 shape
ital 105 1.20762 shape
ital 106 1.04239 shape
ital 107 1.30618 shape
ital 108 1.12715 shape
ital 109 0.893696 shape
ital 110 1.01429 shape
ital 111 1.21028 shape
ital 112 1.52164 shape
ital 113 1.20535 shape
ital 114 1.06606 shape
ital 115 1.16377 shape
ital 116 0.815635 shape
ital 117 0.844879 shape
ital 118 1.19409 shape
ital 119 1.01414 shape
ital 120 1.40772 shape
ital 121 1.25182 shape
ital 122 1.59862 shape
ital 123 1.54816 shape
ital 124 1.55984 shape
ital 125 0.828359 shape
ital 126 0.846128 shape
ital 127 0.932868 shape
ital 128 0.959682 shape
ital 129 0.816536 shape
ital 130 0.861233 shape
ital 131 1.09687 shape
ital 132 1.42675 shape
ital 133 1.14741 shape
ital 134 0.902196 shape
ital 135 1.43919 shape
ital 136 1.49291 shape
ital 137 1.32575 shape
ital 138 1.53518 shape
ital 139 1.12533 shape
ital 140 0.838412 shape
ital 141 0.748113 shape
ital 142 1.18779 shape
ital 143 1.2107 shape
ital 144 0.740982 shape
ital 145 0.703763 shape
ital 146 1.16496 shape
ital 147 1.15696 shape
ital 148 0.859902 shape
ital 149 1.16355 shape
ital 150 0.890496 shape
ital 151 1.53154 shape
ital 152 1.05282 shape
ital 153 0.77204 shape
ital 154 0.776289 shape
ital 155 1.03984 shape
ital 156 1.33806 shape
ital 157 1.51852 shape
ital 158 0.939358 shape
ital 159 1.02035 shape
ital 160 0.935609 shape
ital 161 1.0722 shape
ital 162 1.17716 shape
ital 163 1.19374 shape
ital 164 1.13801 shape
ital 165 1.08131 shape
ital 166 1.17828 shape
ital 167 0.777405 shape
ital 168 0.71974 shape
ital 169 1.45479 shape
ital 170 1.038 shape
ital 171 1.4428 shape
ital 172 1.44971 shape
ital 173 0.853485 shape
ital 174 1.49413 shape
ital 175 1.15157 shape
ital 176 1.08108 shape
ital 177 1.21429 shape
ital 178 1.09604 shape
ital 179 0.846131 shape
ital 180 0.848559 shape
ital 181 1.03488 shape
ital 182 1.36736 shape
ital 183 1.08888 shape
ital 184 1.18203 shape
ital 185 1.53054 shape
ital 186 1.04631 shape
ital 187 0.908299 shape
ital 188 1.05315 shape
ital 189 0.821131 shape
ital 190 0.950988 shape
ital 191 1.00872 shape
ital 192 1.09531 shape
ital 193 1.64756 shape
ital 194 1.3549 shape
ital 195 2.10747 shape
ital 196 0.928677 shape
ital 197 1.41462 shape
ital 198 0.885952 shape
ital 199 1.69667 shape
ital 200 0.845216 shape
jak2 1 1.0125 shape
jak2 2 1.01127 shape
jak2 3 0.750988 shape
jak2 4 0.791352 shape
jak2 5 1.26711 shape
jak2 6 0.838415 shape
jak2 7 0.680881 shape
jak2 8 1.27098 shape
jak2 9 1.2457 shape
jak2 10 1.21892 shape
jak2 11 1.48076 shape
jak2 12 1.12203 shape
jak2 13 0.668823 shape
jak2 14 0.904865 shape
jak2 15 0.833966 shape
jak2 16 1.00245 shape
jak2 17 0.856054 shape
jak2 18 0.914347 shape
jak2 19 0.993058 shape
jak2 20 1.07622 shape
jak2 21 0.756401 shape
jak2 22 1.17013 shape
jak2 23 1.17361 shape
jak2 24 0.738405 shape
jak2 25 0.834813 shape
jak2 26 0.531272 shape
jak2 27 0.647826 shape
jak2 28 0.623543 shape
jak2 29 1.13142 shape
jak2 30 0.821699 shape
jak2 31 0.987877 shape
jak2 32 1.11083 shape
jak2 33 0.910151 shape
jak2 34 1.2095 shape
jak2 35 0.966848 shape
jak2 36 0.574716 shape
jak2 37 1.05302 shape
jak2 38 1.05435 shape
jak2 39 0.877017 shape
jak2 40 0.809311 shape
jak2 41 0.977308 shape
jak2 42 0.932901 shape
jak2 43 0.740975 shape
jak2 44 1.03924 shape
jak2 45 0.989526 shape
jak2 46 1.2534 shape
jak2 47 0.86969 shape
jak2 48 1.02049 shape
jak2 49 0.669342 shape
jak2 50 0.942007 shape
jak2 51 1.37025 shape
jak2 52 0.950068 shape
jak2 53 0.670505 shape
jak2 54 1.09356 shape
jak2 55 0.781593 shape
jak2 56 0.401103 shape
jak2 57 0.538376 shape
jak2 58 0.92814 shape
jak2 59 1.40779 shape
jak2 60 0.804052 shape
jak2 61 1.08804 shape
jak2 62 0.851217 shape
jak2 63 1.09022 shape
jak2 64 1.08713 shape
jak2 65 0.832658 shape
jak2 66 1.13186 shape
jak2 67 1.1435 shape
jak2 68 1.14371 shape
jak2 69 0.961222 shape
jak2 70 0.929572 shape
jak2 71 0.978704 shape
jak2 72 1.31874 shape
jak2 73 1.17627 shape
jak2 74 1.05034 shape
jak2 75 1.10367 shape
jak2 76 1.10032 shape
jak2 77 1.10588 shape
jak2 78 1.07846 shape
jak2 79 0.995093 shape
jak2 80 1.7783 shape
jak2 81 1.08308 shape
jak2 82 0.781996 shape
jak2 83 0.73948 shape
jak2 84 0.995083 shape
jak2 85 1.064 shape
jak2 86 0.8758 shape
jak2 87 0.548653 shape
jak2 88 1.12439 shape
jak2 89 1.06537 shape
jak2 90 1.10258 shape
jak2 91 0.919541 shape
jak2 92 0.989452 shape
jak2 93 0.807403 shape
jak2 94 1.00908 shape
jak2 95 0.670793 shape
jak2 96 1.10478 shape
jak2 97 0.84993 shape
jak2 98 0.504185 shape
jak2 99 1.17637 shape
jak2 100 0.780018 shape
jak2 101 0.730765 shape
jak2 102 1.77235 shape
jak2 103 0.930238 shape
jak2 104 1.00595 shape
jak2 105 0.828339 shape
jak2 106 0.87795 shape
jak2 107 1.10647 shape
jak2 108 1.1086 shape
jak2 109 0.613272 shape
jak2 110 0.904635 shape
jak2 111 0.484895 shape
jak2 112 1.07551 shape
jak2 113 0.667921 shape
jak2 114 0.907458 shape
jak2 115 0.855631 shape
jak2 116 1.05725 shape
jak2 117 1.1193 shape
jak2 118 1.08011 shape
jak2 119 0.993641 shape
jak2 120 0.838471 shape
jak2 121 1.00179 shape
jak2 122 0.764226 shape
jak2 123 0.96614 shape
jak2 124 0.998564 shape
jak2 125 0.963054 shape
jak2 126 1.09024 shape
jak2 127 0.908153 shape
jak2 128 0.854292 shape
jak2 129 1.03976 shape
jak2 130 0.990216 shape
jak2 131 0.995625 shape
jak2 132 0.757321 shape
jak2 133 1.17216 shape
jak2 134 1.11897 shape
jak2 135 0.847795 shape
jak2 136 1.18406 shape
jak2 137 1.01753 shape
jak2 138 0.66112 shape
jak2 139 0.81388 shape
jak2 140 1.0095 shape
jak2 141 1.1132 shape
jak2 142 0.952529 shape
jak2 143 1.00267 shape
jak2 144 0.879774 shape
jak2 145 0.698335 shape
jak2 146 1.17681 shape
jak2 147 1.08862 shape
jak2 148 1.12121 shape
jak2 149 0.726071 shape
jak2 150 1.21609 shape
jak2 151 0.610303 shape
jak2 152 0.834715 shape
jak2 153 0.640706 shape
jak2 154 0.678711 shape
jak2 155 0.694602 shape
jak2 156 0.522046 shape
jak2 157 0.578218 shape
jak2 158 0.736179 shape
jak2 159 0.726419 shape
jak2 160 0.697962 shape
jak2 161 0.837729 shape
jak2 162 0.720506 shape
jak2 163 0.779035 shape
jak2 164 1.10917 shape
jak2 165 0.873012 shape
jak2 166 0.816436 shape
jak2 167 1.00021 shape
jak2 168 1.0048 shape
jak2 169 0.929565 shape
jak2 170 1.00231 shape
jak2 171 0.999823 shape
jak2 172 1.02158 shape
jak2 173 1.0541 shape
jak2 174 1.00398 shape
jak2 175 1.07966 shape
jak2 176 0.983442 shape
jak2 177 0.833939 shape
jak2 178 1.07683 shape
jak2 179 0.872851 shape
jak2 180 0.878311 shape
jak2 181 0.813078 shape
jak2 182 0.823483 shape
jak2 183 0.660246 shape
jak2 184 0.907037 shape
jak2 185 1.13208 shape
jak2 186 1.04707 shape
jak2 187 1.31563 shape
jak2 188 1.01833 shape
jak2 189 1.00268 shape
jak2 190 1.02308 shape
jak2 191 1.35104 shape
jak2 192 1.06311 shape
jak2 193 0.968399 shape
jak2 194 0.975127 shape
jak2 195 0.758414 shape
jak2 196 0.756574 shape
jak2 197 1.06494 shape
jak2 198 0.979973 shape
jak2 199 0.725771 shape
jak2 200 1.03165 shape
kif11 1 1.79344 shape
kif11 2 1.05397 shape
kif11 3 1.59326 shape
kif11 4 1.24071 shape
kif11 5 1.06822 shape
kif11 6 2.33799 shape
kif11 7 0.991855 shape
kif11 8 1.74736 shape
kif11 9 1.1394 shape
kif11 10 1.43411 shape
kif11 11 1.51157 shape
kif11 12 1.60199 shape
kif11 13 1.34765 shape
kif11 14 1.54156 shape
kif11 15 1.20609 shape
kif11 16 inf shape
kif11 17 1.42718 shape
kif11 18 1.39236 shape
kif11 19 1.44896 shape
kif11 20 1.39579 shape
kif11 21 1.68656 shape
kif11 22 1.04671 shape
kif11 23 1.03599 shape
kif11 24 0.651244 shape
kif11 25 0.911958 shape
kif11 26 0.87838 shape
kif11 27 0.736118 shape
kif11 28 0.813836 shape
kif11 29 1.67586 shape
kif11 30 1.98288 shape
kif11 31 1.46798 shape
kif11 32 1.69273 shape
kif11 33 1.69175 shape
kif11 34 2.0248 shape
kif11 35 1.36788 shape
kif11 36 1.82172 shape
kif11 37 0.941187 shape
