target model rmsd protocol
rock1 64 1.05264 shape
rock1 65 1.23159 shape
rock1 66 0.944375 shape
rock1 67 1.23898 shape
rock1 68 1.29538 shape
rock1 69 0.726504 shape
rock1 70 0.787476 shape
rock1 71 1.29696 shape
rock1 72 0.727568 shape
rock1 73 0.734958 shape
rock1 74 1.35006 shape
rock1 75 1.27665 shape
rock1 76 1.25543 shape
rock1 77 0.747206 shape
rock1 78 0.641636 shape
rock1 79 0.874453 shape
rock1 80 0.934112 shape
rock1 81 0.909227 shape
rock1 82 0.823146 shape
rock1 83 0.761021 shape
rock1 84 0.878843 shape
rock1 85 0.776688 shape
rock1 86 0.741419 shape
rock1 87 0.771131 shape
rock1 88 1.29047 shape
rock1 89 1.12651 shape
rock1 90 1.08169 shape
rock1 91 0.476264 shape
rock1 92 0.912651 shape
rock1 93 1.62063 shape
rock1 94 1.57831 shape
rock1 95 0.892457 shape
rock1 96 0.790179 shape
rock1 97 0.681775 shape
rock1 98 0.786812 shape
rock1 99 1.63234 shape
rock1 100 1.58927 shape
rock1 101 0.876937 shape
rock1 102 0.913601 shape
rock1 103 1.60333 shape
rock1 104 0.906135 shape
rock1 105 1.35557 shape
rock1 106 0.927966 shape
rock1 107 0.976465 shape
rock1 108 0.985062 shape
rock1 109 0.909279 shape
rock1 110 1.02589 shape
rock1 111 0.88434 shape
rock1 112 0.928304 shape
rock1 113 0.964222 shape
rock1 114 0.760209 shape
rock1 115 0.886362 shape
rock1 116 0.897749 shape
rock1 117 1.06226 shape
rock1 118 0.50969 shape
rock1 119 1.60813 shape
rock1 120 0.82975 shape
rock1 121 0.536576 shape
rock1 122 1.08535 shape
rock1 123 1.10609 shape
rock1 124 0.507841 shape
rock1 125 1.13179 shape
rock1 126 1.17341 shape
rock1 127 1.12937 shape
rock1 128 0.67338 shape
rock1 129 1.15023 shape
rock1 130 0.421626 shape
rock1 131 0.313542 shape
rock1 132 0.843232 shape
rock1 133 0.898218 shape
rock1 134 0.796285 shape
rock1 135 1.07613 shape
rock1 136 0.894672 shape
rock1 137 0.781923 shape
rock1 138 1.19424 shape
rock1 139 0.625118 shape
rock1 140 0.496502 shape
rock1 141 1.0351 shape
rock1 142 1.05155 shape
rock1 143 0.32103 shape
rock1 144 0.749077 shape
rock1 145 0.628295 shape
rock1 146 0.362883 shape
rock1 147 0.646535 shape
rock1 148 0.717052 shape
rock1 149 0.645114 shape
rock1 150 0.88836 shape
rock1 151 1.1321 shape
rock1 152 0.475308 shape
rock1 153 0.521185 shape
rock1 154 0.301395 shape
rock1 155 1.04077 shape
rock1 156 0.464461 shape
rock1 157 0.703713 shape
rock1 158 0.909576 shape
rock1 159 0.758993 shape
rock1 160 0.814448 shape
rock1 161 0.837531 shape
rock1 162 0.815641 shape
rock1 163 1.06237 shape
rock1 164 0.866985 shape
rock1 165 1.04952 shape
rock1 166 0.986792 shape
rock1 167 1.21503 shape
rock1 168 1.32201 shape
rock1 169 1.33434 shape
rock1 170 1.28889 shape
rock1 171 1.14122 shape
rock1 172 1.24575 shape
rock1 173 0.761487 shape
rock1 174 0.685281 shape
rock1 175 0.4442 shape
rock1 176 0.726663 shape
rock1 177 0.707041 shape
rock1 178 0.983877 shape
rock1 179 1.00327 shape
rock1 180 1.65574 shape
rock1 181 0.998232 shape
rock1 182 1.61141 shape
rock1 183 0.804945 shape
rock1 184 0.998698 shape
rock1 185 1.00111 shape
rock1 186 1.05315 shape
rock1 187 0.918991 shape
rock1 188 1.01335 shape
rock1 189 0.791378 shape
rock1 190 1.04873 shape
rock1 191 1.61433 shape
rock1 192 0.437224 shape
rock1 193 0.814272 shape
rock1 194 1.60856 shape
rock1 195 1.05887 shape
rock1 196 1.58405 shape
rock1 197 1.5795 shape
rock1 198 0.602461 shape
rock1 199 0.678007 shape
rock1 200 0.412672 shape
rxra 1 2.66247 shape
rxra 2 2.30098 shape
rxra 3 2.60443 shape
rxra 4 2.49423 shape
rxra 5 2.76463 shape
rxra 6 2.95057 shape
rxra 7 2.53892 shape
rxra 8 2.88534 shape
rxra 9 2.81009 shape
rxra 10 2.89746 shape
rxra 11 2.29709 shape
rxra 12 2.89626 shape
rxra 13 2.62096 shape
rxra 14 2.4179 shape
rxra 15 1.41582 shape
rxra 16 1.45949 shape
rxra 17 1.30992 shape
rxra 18 2.97273 shape
rxra 19 2.25944 shape
rxra 20 3.08822 shape
rxra 21 2.47734 shape
rxra 22 2.83761 shape
rxra 23 1.74548 shape
rxra 24 2.4883 shape
rxra 25 2.85799 shape
rxra 26 2.43858 shape
rxra 27 2.73687 shape
rxra 28 1.25158 shape
rxra 29 2.31191 shape
rxra 30 1.84266 shape
rxra 31 3.42783 shape
rxra 32 2.55871 shape
rxra 33 2.27394 shape
rxra 34 2.45 shape
rxra 35 2.2075 shape
rxra 36 2.69685 shape
rxra 37 2.70811 shape
rxra 38 3.05756 shape
rxra 39 2.98587 shape
rxra 40 2.99725 shape
rxra 41 2.94306 shape
rxra 42 2.94488 shape
rxra 43 3.31671 shape
rxra 44 2.3616 shape
rxra 45 2.97223 shape
rxra 46 3.03331 shape
rxra 47 2.72849 shape
rxra 48 3.1278 shape
rxra 49 2.07665 shape
rxra 50 2.59159 shape
rxra 51 2.77593 shape
rxra 52 2.81693 shape
rxra 53 1.65309 shape
rxra 54 1.92266 shape
rxra 55 1.49892 shape
rxra 56 1.94516 shape
rxra 57 2.97109 shape
rxra 58 2.3432 shape
rxra 59 3.34275 shape
rxra 60 2.62638 shape
rxra 61 2.94114 shape
rxra 62 2.88224 shape
rxra 63 3.45932 shape
rxra 64 2.72618 shape
rxra 65 2.99796 shape
rxra 66 2.97961 shape
rxra 67 2.93025 shape
rxra 68 3.43503 shape
rxra 69 3.58934 shape
rxra 70 3.24704 shape
rxra 71 2.15457 shape
rxra 72 3.15258 shape
rxra 73 2.45741 shape
rxra 74 2.53274 shape
rxra 75 2.35717 shape
rxra 76 2.49821 shape
rxra 77 2.33512 shape
rxra 78 2.979 shape
rxra 79 2.95617 shape
rxra 80 2.86336 shape
rxra 81 1.67653 shape
rxra 82 3.22114 shape
rxra 83 3.41319 shape
rxra 84 2.58211 shape
rxra 85 2.00788 shape
rxra 86 2.55838 shape
rxra 87 2.93767 shape
rxra 88 2.45085 shape
rxra 89 2.99779 shape
rxra 90 2.91221 shape
rxra 91 2.04385 shape
rxra 92 2.4518 shape
rxra 93 2.75735 shape
rxra 94 2.28284 shape
rxra 95 1.89826 shape
rxra 96 2.70377 shape
rxra 97 2.26168 shape
rxra 98 2.06126 shape
rxra 99 2.80672 shape
rxra 100 3.11556 shape
rxra 101 1.65268 shape
rxra 102 1.66245 shape
rxra 103 1.53998 shape
rxra 104 2.46366 shape
rxra 105 2.40396 shape
rxra 106 2.95336 shape
rxra 107 2.93681 shape
rxra 108 2.45555 shape
rxra 109 1.98715 shape
rxra 110 2.35996 shape
rxra 111 1.9285 shape
rxra 112 1.98949 shape
rxra 113 3.62895 shape
rxra 114 2.31959 shape
rxra 115 2.35167 shape
rxra 116 2.49688 shape
rxra 117 2.73616 shape
rxra 118 2.37212 shape
rxra 119 2.25853 shape
rxra 120 2.55083 shape
rxra 121 2.65007 shape
rxra 122 3.0511 shape
rxra 123 2.25251 shape
rxra 124 2.19075 shape
rxra 125 2.99926 shape
rxra 126 2.01657 shape
rxra 127 2.10818 shape
rxra 128 2.18519 shape
rxra 129 2.3363 shape
rxra 130 2.90072 shape
rxra 131 3.46182 shape
rxra 132 2.95533 shape
rxra 133 2.56437 shape
rxra 134 2.69102 shape
rxra 135 2.31573 shape
rxra 136 2.70582 shape
rxra 137 2.34323 shape
rxra 138 2.87185 shape
rxra 139 2.48445 shape
rxra 140 3.11589 shape
rxra 141 2.7502 shape
rxra 142 3.30421 shape
rxra 143 2.54474 shape
rxra 144 2.27784 shape
rxra 145 3.31996 shape
rxra 146 3.10824 shape
rxra 147 2.57293 shape
rxra 148 2.93363 shape
rxra 149 3.27946 shape
rxra 150 2.8556 shape
rxra 151 3.00157 shape
rxra 152 2.12638 shape
rxra 153 3.14424 shape
rxra 154 3.08825 shape
rxra 155 2.17419 shape
rxra 156 3.02286 shape
rxra 157 2.56447 shape
rxra 158 2.32107 shape
rxra 159 2.86374 shape
rxra 160 2.89542 shape
rxra 161 2.793 shape
rxra 162 2.92754 shape
rxra 163 2.75829 shape
rxra 164 2.90668 shape
rxra 165 3.01776 shape
rxra 166 3.35205 shape
rxra 167 2.95231 shape
rxra 168 3.42948 shape
rxra 169 3.11127 shape
rxra 170 2.01151 shape
rxra 171 2.24092 shape
rxra 172 2.10831 shape
rxra 173 2.4987 shape
rxra 174 2.90225 shape
rxra 175 2.466 shape
rxra 176 3.05142 shape
rxra 177 2.67919 shape
rxra 178 2.45003 shape
rxra 179 2.75489 shape
rxra 180 3.10549 shape
rxra 181 2.58899 shape
rxra 182 2.64237 shape
rxra 183 2.50151 shape
rxra 184 1.90156 shape
rxra 185 2.85894 shape
rxra 186 2.17187 shape
rxra 187 2.8684 shape
rxra 188 2.54832 shape
rxra 189 3.33757 shape
rxra 190 1.57935 shape
rxra 191 2.96712 shape
rxra 192 2.97673 shape
rxra 193 2.94463 shape
rxra 194 3.21258 shape
rxra 195 2.53081 shape
rxra 196 2.66411 shape
rxra 197 2.72531 shape
rxra 198 2.82063 shape
rxra 199 3.21264 shape
rxra 200 2.42399 shape
sahh 1 0.989555 shape
sahh 2 1.16606 shape
sahh 3 1.41683 shape
sahh 4 1.76607 shape
sahh 5 1.72788 shape
sahh 6 1.61314 shape
sahh 7 1.19239 shape
sahh 8 1.17721 shape
sahh 9 1.06008 shape
sahh 10 0.956479 shape
sahh 11 1.86386 shape
sahh 12 1.03506 shape
sahh 13 1.11201 shape
sahh 14 0.987627 shape
sahh 15 1.03967 shape
sahh 16 1.62246 shape
sahh 17 1.62464 shape
sahh 18 1.61993 shape
sahh 19 1.66993 shape
sahh 20 1.20617 shape
sahh 21 1.60099 shape
sahh 22 1.69137 shape
sahh 23 1.61361 shape
sahh 24 1.70842 shape
sahh 25 1.65943 shape
sahh 26 1.25345 shape
sahh 27 1.2056 shape
sahh 28 1.40023 shape
sahh 29 1.68308 shape
sahh 30 1.18913 shape
sahh 31 1.06577 shape
sahh 32 1.95241 shape
sahh 33 1.16197 shape
sahh 34 1.1497 shape
sahh 35 1.14497 shape
sahh 36 2.02751 shape
sahh 37 1.91393 shape
sahh 38 1.71952 shape
sahh 39 1.94312 shape
sahh 40 1.09639 shape
sahh 41 1.93781 shape
sahh 42 1.68777 shape
sahh 43 1.79814 shape
sahh 44 1.74541 shape
sahh 45 1.77373 shape
sahh 46 1.62376 shape
sahh 47 1.83457 shape
sahh 48 1.97415 shape
sahh 49 1.65392 shape
sahh 50 1.00571 shape
sahh 51 1.63504 shape
sahh 52 0.905037 shape
sahh 53 1.35513 shape
sahh 54 1.81996 shape
sahh 55 1.79956 shape
sahh 56 1.11711 shape
sahh 57 1.07168 shape
sahh 58 0.827638 shape
sahh 59 1.08078 shape
sahh 60 2.03865 shape
sahh 61 1.72811 shape
sahh 62 0.587485 shape
sahh 63 2.04594 shape
sahh 64 2.06881 shape
sahh 65 1.66669 shape
sahh 66 0.434906 shape
sahh 67 1.64132 shape
sahh 68 2.00969 shape
sahh 69 0.936227 shape
sahh 70 1.66239 shape
sahh 71 1.65122 shape
sahh 72 1.20863 shape
sahh 73 1.03963 shape
sahh 74 1.55911 shape
sahh 75 1.76021 shape
sahh 76 1.02118 shape
sahh 77 1.64328 shape
sahh 78 1.11666 shape
sahh 79 1.14236 shape
sahh 80 1.62494 shape
sahh 81 2.01831 shape
sahh 82 1.6977 shape
sahh 83 1.66131 shape
sahh 84 0.539083 shape
sahh 85 1.102 shape
sahh 86 1.65332 shape
sahh 87 1.66983 shape
sahh 88 1.15924 shape
sahh 89 2.00671 shape
sahh 90 1.64059 shape
sahh 91 0.420869 shape
sahh 92 1.23543 shape
sahh 93 1.67202 shape
sahh 94 1.93061 shape
sahh 95 0.974898 shape
sahh 96 1.55587 shape
sahh 97 1.02449 shape
sahh 98 1.70244 shape
sahh 99 1.15441 shape
sahh 100 1.01719 shape
sahh 101 0.661701 shape
sahh 102 1.68202 shape
sahh 103 0.509189 shape
sahh 104 1.65715 shape
sahh 105 0.662432 shape
sahh 106 1.2226 shape
sahh 107 1.98223 shape
sahh 108 1.64049 shape
sahh 109 0.410656 shape
sahh 110 0.466054 shape
sahh 111 1.05278 shape
sahh 112 0.833799 shape
sahh 113 2.05648 shape
sahh 114 0.855824 shape
sahh 115 0.735324 shape
sahh 116 2.20401 shape
sahh 117 1.15684 shape
sahh 118 1.079 shape
sahh 119 0.877369 shape
sahh 120 0.694084 shape
sahh 121 0.701666 shape
sahh 122 0.809006 shape
sahh 123 0.972963 shape
sahh 124 1.07735 shape
sahh 125 0.684494 shape
sahh 126 0.663224 shape
sahh 127 1.12643 shape
sahh 128 0.505812 shape
sahh 129 2.04741 shape
sahh 130 0.798202 shape
sahh 131 1.18208 shape
sahh 132 2.0283 shape
sahh 133 2.0259 shape
sahh 134 1.82738 shape
sahh 135 1.04517 shape
sahh 136 1.7319 shape
sahh 137 1.11892 shape
sahh 138 1.6987 shape
sahh 139 0.75461 shape
sahh 140 0.70173 shape
sahh 141 1.74643 shape
sahh 142 0.98668 shape
sahh 143 1.13213 shape
sahh 144 1.61362 shape
sahh 145 1.93968 shape
sahh 146 1.26344 shape
sahh 147 1.05311 shape
sahh 148 0.353207 shape
sahh 149 1.08357 shape
sahh 150 2.06158 shape
sahh 151 1.23323 shape
sahh 152 1.11481 shape
sahh 153 1.11914 shape
sahh 154 1.70318 shape
sahh 155 1.10688 shape
sahh 156 1.29467 shape
sahh 157 1.12781 shape
sahh 158 1.0913 shape
sahh 159 1.15045 shape
sahh 160 1.05461 shape
sahh 161 1.17672 shape
sahh 162 1.10659 shape
sahh 163 1.09326 shape
sahh 164 1.12271 shape
sahh 165 1.20083 shape
sahh 166 0.611959 shape
sahh 167 1.13452 shape
sahh 168 0.891739 shape
sahh 169 1.14573 shape
sahh 170 1.26443 shape
sahh 171 1.09635 shape
sahh 172 1.02032 shape
sahh 173 1.11299 shape
sahh 174 0.670532 shape
sahh 175 0.922681 shape
sahh 176 1.77231 shape
sahh 177 1.39714 shape
sahh 178 1.63433 shape
sahh 179 0.77084 shape
sahh 180 0.863368 shape
sahh 181 1.18599 shape
sahh 182 1.15415 shape
sahh 183 1.87633 shape
sahh 184 1.97068 shape
sahh 185 1.60616 shape
sahh 186 1.18012 shape
sahh 187 0.82398 shape
sahh 188 1.73028 shape
sahh 189 1.22133 shape
sahh 190 0.781165 shape
sahh 191 0.794008 shape
sahh 192 0.391024 shape
sahh 193 0.990054 shape
sahh 194 0.976265 shape
sahh 195 0.711447 shape
sahh 196 0.792515 shape
sahh 197 0.411828 shape
sahh 198 2.22395 shape
sahh 199 0.969249 shape
sahh 200 1.7019 shape
src 1 1.22118 shape
src 2 1.90708 shape
src 3 2.49595 shape
src 4 2.03904 shape
src 5 1.67982 shape
src 6 1.80785 shape
src 7 1.47501 shape
src 8 1.83524 shape
src 9 1.68273 shape
src 10 2.30679 shape
src 11 1.90654 shape
src 12 2.43837 shape
src 13 1.62802 shape
src 14 1.70598 shape
src 15 1.88284 shape
src 16 1.88052 shape
src 17 0.569372 shape
src 18 1.03155 shape
src 19 2.50285 shape
src 20 0.707942 shape
src 21 1.36763 shape
src 22 1.42086 shape
src 23 1.81423 shape
src 24 1.67154 shape
src 25 1.6504 shape
src 26 1.52093 shape
src 27 1.67473 shape
src 28 2.0393 shape
src 29 1.57925 shape
src 30 1.19186 shape
src 31 1.60419 shape
src 32 1.52417 shape
src 33 1.86317 shape
src 34 1.83172 shape
src 35 1.94061 shape
src 36 1.55332 shape
src 37 2.03162 shape
src 38 2.13554 shape
src 39 2.00448 shape
src 40 1.84607 shape
src 41 1.33143 shape
src 42 1.79807 shape
src 43 1.9516 shape
src 44 0.741903 shape
src 45 1.50875 shape
src 46 1.79495 shape
src 47 1.53405 shape
src 48 1.95124 shape
src 49 1.97887 shape
src 50 1.89471 shape
src 51 1.91954 shape
src 52 1.17993 shape
src 53 1.93783 shape
src 54 1.35293 shape
src 55 0.532067 shape
src 56 2.30904 shape
src 57 2.34491 shape
src 58 1.36948 shape
src 59 1.76167 shape
src 60 1.60352 shape
src 61 0.430715 shape
src 62 2.00723 shape
src 63 1.98245 shape
src 64 2.47848 shape
src 65 1.49769 shape
src 66 1.7216 shape
src 67 1.68094 shape
src 68 1.44911 shape
src 69 2.35666 shape
src 70 1.62833 shape
src 71 2.521 shape
src 72 1.32668 shape
src 73 1.70387 shape
src 74 1.77807 shape
src 75 1.43397 shape
src 76 1.42467 shape
src 77 1.91818 shape
src 78 1.88491 shape
src 79 1.8689 shape
src 80 1.47764 shape
src 81 0.660485 shape
src 82 1.89704 shape
src 83 1.73726 shape
src 84 1.66954 shape
src 85 1.19957 shape
src 86 1.09863 shape
src 87 1.01024 shape
src 88 1.85195 shape
src 89 1.9033 shape
src 90 1.75999 shape
src 91 2.13038 shape
src 92 1.45809 shape
src 93 1.69834 shape
src 94 1.53013 shape
src 95 0.811853 shape
src 96 1.74988 shape
src 97 1.45936 shape
src 98 1.76579 shape
src 99 1.75735 shape
src 100 2.4735 shape
src 101 1.85553 shape
src 102 1.97293 shape
src 103 1.75719 shape
src 104 1.21254 shape
src 105 1.86398 shape
src 106 1.75098 shape
src 107 1.8035 shape
src 108 2.05442 shape
src 109 2.06123 shape
src 110 2.02508 shape
src 111 1.7782 shape
src 112 2.00901 shape
src 113 1.54956 shape
src 114 1.74497 shape
src 115 1.42192 shape
src 116 1.75252 shape
src 117 1.22153 shape
src 118 0.650695 shape
src 119 2.5312 shape
src 120 2.18602 shape
src 121 1.68772 shape
src 122 1.70104 shape
src 123 1.16076 shape
src 124 1.6438 shape
src 125 1.46087 shape
src 126 1.7375 shape
src 127 2.36039 shape
src 128 1.77253 shape
src 129 1.0637 shape
src 130 2.25497 shape
src 131 2.45453 shape
src 132 2.38339 shape
src 133 1.67258 shape
src 134 1.41839 shape
src 135 2.4267 shape
src 136 2.47528 shape
src 137 2.485 shape
src 138 2.44299 shape
src 139 1.84539 shape
src 140 1.34492 shape
src 141 1.7817 shape
src 142 1.68872 shape
src 143 1.86032 shape
src 144 1.33899 shape
src 145 1.77777 shape
src 146 1.52689 shape
src 147 1.60086 shape
src 148 2.2229 shape
src 149 1.68635 shape
src 150 1.824 shape
src 151 2.4178 shape
src 152 2.21265 shape
src 153 1.81121 shape
src 154 1.81369 shape
src 155 1.79921 shape
src 156 1.83902 shape
src 157 1.83949 shape
src 158 1.80131 shape
src 159 1.82423 shape
src 160 1.78669 shape
src 161 1.93322 shape
src 162 1.65305 shape
src 163 2.38149 shape
src 164 2.1446 shape
src 165 2.05289 shape
src 166 1.04556 shape
src 167 1.94854 shape
src 168 1.59885 shape
src 169 1.67835 shape
src 170 1.11687 shape
src 171 1.02279 shape
src 172 1.66622 shape
src 173 1.67384 shape
src 174 1.7695 shape
src 175 1.71425 shape
src 176 1.19999 shape
src 177 0.998281 shape
src 178 1.15502 shape
src 179 1.56059 shape
src 180 1.71188 shape
src 181 1.68318 shape
src 182 1.67647 shape
src 183 1.64186 shape
src 184 2.34378 shape
src 185 1.83754 shape
src 186 1.09669 shape
src 187 1.4416 shape
src 188 1.33675 shape
src 189 1.3365 shape
src 190 1.6689 shape
src 191 1.95129 shape
src 192 1.58166 shape
src 193 1.75401 shape
src 194 1.97829 shape
src 195 0.949344 shape
src 196 1.77941 shape
src 197 1.73305 shape
src 198 1.72335 shape
src 199 1.80841 shape
src 200 1.30609 shape
tgfr1 1 0.437014 shape
tgfr1 2 0.4524 shape
tgfr1 3 0.371917 shape
tgfr1 4 0.424681 shape
tgfr1 5 0.443631 shape
tgfr1 6 0.466115 shape
tgfr1 7 0.392916 shape
tgfr1 8 0.391653 shape
tgfr1 9 0.390265 shape
tgfr1 10 0.392641 shape
tgfr1 11 0.359361 shape
tgfr1 12 0.408093 shape
tgfr1 13 0.375656 shape
tgfr1 14 0.407886 shape
tgfr1 15 0.380076 shape
tgfr1 16 0.296555 shape
tgfr1 17 0.411192 shape
tgfr1 18 0.42015 shape
tgfr1 19 0.415342 shape
tgfr1 20 0.419488 shape
tgfr1 21 0.33418 shape
tgfr1 22 0.434075 shape
tgfr1 23 1.38603 shape
tgfr1 24 1.36856 shape
tgfr1 25 1.35547 shape
tgfr1 26 1.35077 shape
tgfr1 27 1.3935 shape
tgfr1 28 1.37118 shape
tgfr1 29 1.36613 shape
tgfr1 30 1.36089 shape
tgfr1 31 0.411957 shape
tgfr1 32 0.41277 shape
tgfr1 33 0.408134 shape
tgfr1 34 0.411577 shape
tgfr1 35 0.420465 shape
tgfr1 36 0.475559 shape
tgfr1 37 1.38854 shape
tgfr1 38 0.444587 shape
tgfr1 39 0.400491 shape
tgfr1 40 0.544147 shape
tgfr1 41 0.464821 shape
tgfr1 42 1.3899 shape
tgfr1 43 1.36098 shape
tgfr1 44 1.34685 shape
tgfr1 45 0.402023 shape
tgfr1 46 0.397007 shape
tgfr1 47 0.450169 shape
tgfr1 48 0.367632 shape
tgfr1 49 0.375946 shape
tgfr1 50 0.455737 shape
tgfr1 51 0.469485 shape
tgfr1 52 0.363472 shape
tgfr1 53 1.36779 shape
tgfr1 54 1.41018 shape
tgfr1 55 1.37962 shape
tgfr1 56 1.36646 shape
tgfr1 57 1.34118 shape
tgfr1 58 1.42315 shape
tgfr1 59 1.435 shape
tgfr1 60 1.43208 shape
tgfr1 61 1.43195 shape
tgfr1 62 1.4316 shape
tgfr1 63 1.43105 shape
tgfr1 64 1.45292 shape
tgfr1 65 1.43069 shape
tgfr1 66 1.41529 shape
tgfr1 67 1.42927 shape
tgfr1 68 1.44758 shape
tgfr1 69 1.40904 shape
tgfr1 70 1.40498 shape
tgfr1 71 1.4369 shape
tgfr1 72 1.43728 shape
tgfr1 73 1.41299 shape
tgfr1 74 1.42495 shape
tgfr1 75 1.44097 shape
tgfr1 76 1.41972 shape
tgfr1 77 1.42585 shape
tgfr1 78 1.4204 shape
tgfr1 79 0.652143 shape
tgfr1 80 0.579829 shape
tgfr1 81 0.60448 shape
tgfr1 82 1.38219 shape
tgfr1 83 1.35519 shape
tgfr1 84 1.36083 shape
tgfr1 85 1.35037 shape
tgfr1 86 1.36037 shape
tgfr1 87 1.37738 shape
tgfr1 88 1.38599 shape
tgfr1 89 1.39787 shape
tgfr1 90 1.37541 shape
tgfr1 91 1.38533 shape
tgfr1 92 1.36841 shape
tgfr1 93 1.3791 shape
tgfr1 94 1.40921 shape
tgfr1 95 1.40716 shape
tgfr1 96 1.36395 shape
tgfr1 97 1.3642 shape
tgfr1 98 1.40261 shape
tgfr1 99 1.34055 shape
tgfr1 100 1.35758 shape
tgfr1 101 1.38272 shape
tgfr1 102 1.39045 shape
tgfr1 103 1.35997 shape
tgfr1 104 0.629322 shape
tgfr1 105 0.570841 shape
tgfr1 106 0.629017 shape
tgfr1 107 0.695175 shape
tgfr1 108 0.620362 shape
tgfr1 109 1.40972 shape
tgfr1 110 1.3593 shape
tgfr1 111 0.538242 shape
tgfr1 112 0.493887 shape
tgfr1 113 0.536676 shape
tgfr1 114 0.50725 shape
tgfr1 115 0.586613 shape
tgfr1 116 0.536587 shape
tgfr1 117 0.566535 shape
tgfr1 118 0.51766 shape
tgfr1 119 0.583995 shape
tgfr1 120 0.57629 shape
tgfr1 121 0.559236 shape
tgfr1 122 0.443658 shape
tgfr1 123 0.568981 shape
tgfr1 124 0.552661 shape
tgfr1 125 0.575601 shape
tgfr1 126 0.530645 shape
tgfr1 127 0.569705 shape
tgfr1 128 0.525771 shape
tgfr1 129 0.611581 shape
tgfr1 130 0.6773 shape
tgfr1 131 0.518626 shape
tgfr1 132 0.680846 shape
tgfr1 133 0.715372 shape
tgfr1 134 0.452677 shape
tgfr1 135 0.681431 shape
tgfr1 136 0.508096 shape
tgfr1 137 0.455091 shape
tgfr1 138 0.388489 shape
tgfr1 139 0.469001 shape
tgfr1 140 0.423058 shape
tgfr1 141 0.490144 shape
tgfr1 142 0.468222 shape
tgfr1 143 0.419385 shape
tgfr1 144 0.473296 shape
tgfr1 145 0.388913 shape
tgfr1 146 0.545974 shape
tgfr1 147 0.377513 shape
tgfr1 148 0.461962 shape
tgfr1 149 1.43561 shape
tgfr1 150 1.44191 shape
tgfr1 151 1.40869 shape
tgfr1 152 1.39311 shape
tgfr1 153 1.46592 shape
tgfr1 154 1.3857 shape
tgfr1 155 1.4395 shape
tgfr1 156 1.43738 shape
tgfr1 157 1.41578 shape
tgfr1 158 0.417139 shape
tgfr1 159 0.504494 shape
tgfr1 160 0.388023 shape
tgfr1 161 0.417553 shape
tgfr1 162 0.51454 shape
tgfr1 163 1.42085 shape
tgfr1 164 1.43445 shape
tgfr1 165 1.42088 shape
tgfr1 166 1.428 shape
tgfr1 167 1.39785 shape
tgfr1 168 1.40751 shape
tgfr1 169 1.42495 shape
tgfr1 170 0.631726 shape
tgfr1 171 1.38175 shape
tgfr1 172 0.589754 shape
tgfr1 173 0.682239 shape
tgfr1 174 0.49237 shape
tgfr1 175 0.568769 shape
tgfr1 176 0.418006 shape
tgfr1 177 1.4161 shape
tgfr1 178 1.4539 shape
tgfr1 179 1.42037 shape
tgfr1 180 0.458685 shape
tgfr1 181 1.42515 shape
tgfr1 182 1.45196 shape
tgfr1 183 0.460465 shape
tgfr1 184 0.451551 shape
tgfr1 185 1.35211 shape
tgfr1 186 1.37576 shape
tgfr1 187 1.4288 shape
tgfr1 188 1.40289 shape
tgfr1 189 0.506 shape
tgfr1 190 0.541024 shape
tgfr1 191 0.445945 shape
tgfr1 192 0.484519 shape
tgfr1 193 0.466685 shape
tgfr1 194 0.587857 shape
tgfr1 195 1.47296 shape
tgfr1 196 1.43569 shape
tgfr1 197 0.482576 shape
tgfr1 198 1.4404 shape
tgfr1 199 1.42689 shape
tgfr1 200 1.43769 shape
thb 1 1.96392 shape
thb 2 1.61116 shape
thb 3 1.90422 shape
thb 4 1.9857 shape
thb 5 2.97761 shape
thb 6 2.39393 shape
thb 7 2.3197 shape
thb 8 1.99374 shape
thb 9 1.72892 shape
thb 10 1.31534 shape
thb 11 1.25039 shape
thb 12 1.57624 shape
thb 13 1.55091 shape
thb 14 1.87114 shape
thb 15 2.10809 shape
thb 16 1.97733 shape
thb 17 2.0489 shape
thb 18 2.0036 shape
thb 19 1.99028 shape
thb 20 1.67538 shape
thb 21 1.92236 shape
thb 22 1.87816 shape
thb 23 0.928955 shape
thb 24 1.32657 shape
thb 25 1.62121 shape
thb 26 2.60576 shape
thb 27 2.30991 shape
thb 28 1.79145 shape
thb 29 1.79109 shape
thb 30 1.78881 shape
thb 31 0.933663 shape
thb 32 1.28075 shape
thb 33 1.85984 shape
thb 34 1.26935 shape
thb 35 1.62276 shape
thb 36 2.31823 shape
thb 37 3.09646 shape
thb 38 2.81741 shape
thb 39 3.20791 shape
thb 40 3.04267 shape
thb 41 1.4061 shape
thb 42 1.62778 shape
thb 43 2.30041 shape
thb 44 2.45799 shape
thb 45 2.52457 shape
thb 46 1.39728 shape
thb 47 1.46584 shape
thb 48 0.511177 shape
thb 49 2.24234 shape
thb 50 2.53819 shape
thb 51 1.73878 shape
thb 52 2.69718 shape
thb 53 1.5515 shape
thb 54 1.42943 shape
thb 55 1.77722 shape
thb 56 1.66047 shape
thb 57 1.4025 shape
thb 58 2.92614 shape
thb 59 1.8844 shape
thb 60 2.06608 shape
thb 61 1.33816 shape
thb 62 2.07946 shape
thb 63 2.00202 shape
thb 64 2.06623 shape
thb 65 3.10479 shape
thb 66 2.10257 shape
thb 67 2.12052 shape
thb 68 2.06334 shape
