target model it0_rmsd it1_rmsd delta_rmsd protocol
hivpr 83 7.46623 6.74703 0.7192 shape
hivpr 84 5.20113 5.3221 -0.12097 shape
hivpr 85 4.83406 4.07217 0.76189 shape
hivpr 86 6.73405 6.16221 0.57184 shape
hivpr 87 8.1722 7.21951 0.95269 shape
hivpr 88 5.59579 5.49244 0.10335 shape
hivpr 89 7.21142 6.51573 0.69569 shape
hivpr 90 6.14048 5.58887 0.55161 shape
hivpr 91 5.90937 5.2394 0.66997 shape
hivpr 92 5.10375 4.06208 1.04167 shape
hivpr 93 4.97752 4.78739 0.19013 shape
hivpr 94 8.43958 7.68943 0.75015 shape
hivpr 95 8.86044 8.27561 0.58483 shape
hivpr 96 5.44568 5.81981 -0.37413 shape
hivpr 97 6.9923 5.82726 1.16504 shape
hivpr 98 6.4028 6.6079 -0.2051 shape
hivpr 99 7.51908 7.3307 0.18838 shape
hivpr 100 8.6969 7.06046 1.63644 shape
hivpr 101 9.22948 8.22655 1.00293 shape
hivpr 102 6.68488 6.24166 0.44322 shape
hivpr 103 4.25075 4.52657 -0.27582 shape
hivpr 104 9.25271 9.08943 0.16328 shape
hivpr 105 6.43411 4.76496 1.66915 shape
hivpr 106 5.01953 4.64178 0.37775 shape
hivpr 107 7.79544 6.62424 1.1712 shape
hivpr 108 7.99116 8.20282 -0.21166 shape
hivpr 109 5.65498 4.31841 1.33657 shape
hivpr 110 8.26495 7.4249 0.84005 shape
hivpr 111 6.73155 5.85024 0.88131 shape
hivpr 112 8.17824 8.61133 -0.43309 shape
hivpr 113 7.03664 6.34752 0.68912 shape
hivpr 114 6.77578 5.54533 1.23045 shape
hivpr 115 8.05442 7.52825 0.52617 shape
hivpr 116 5.10122 4.19849 0.90273 shape
hivpr 117 8.73202 7.77026 0.96176 shape
hivpr 118 9.33774 9.93937 -0.60163 shape
hivpr 119 6.88581 6.06538 0.82043 shape
hivpr 120 5.67107 6.20538 -0.53431 shape
hivpr 121 2.87363 2.81645 0.05718 shape
hivpr 122 7.6689 8.04596 -0.37706 shape
hivpr 123 4.93196 4.97215 -0.04019 shape
hivpr 124 4.99826 4.70905 0.28921 shape
hivpr 125 8.01196 7.89741 0.11455 shape
hivpr 126 3.97481 3.7291 0.24571 shape
hivpr 127 6.2784 6.57819 -0.29979 shape
hivpr 128 7.15768 7.11768 0.04 shape
hivpr 129 5.32878 5.15718 0.1716 shape
hivpr 130 7.85828 6.62375 1.23453 shape
hivpr 131 6.01239 5.9943 0.01809 shape
hivpr 132 6.36189 6.91408 -0.55219 shape
hivpr 133 8.48935 8.11621 0.37314 shape
hivpr 134 9.82439 7.73152 2.09287 shape
hivpr 135 6.00782 5.63416 0.37366 shape
hivpr 136 7.32423 6.64033 0.6839 shape
hivpr 137 6.5312 7.16732 -0.63612 shape
hivpr 138 3.91865 3.1296 0.78905 shape
hivpr 139 8.39898 7.83001 0.56897 shape
hivpr 140 6.88798 6.78545 0.10253 shape
hivpr 141 6.95352 5.84682 1.1067 shape
hivpr 142 6.55522 6.50022 0.055 shape
hivpr 143 7.49302 7.19817 0.29485 shape
hivpr 144 8.70986 8.14575 0.56411 shape
hivpr 145 5.79507 4.9743 0.82077 shape
hivpr 146 5.8425 5.63802 0.20448 shape
hivpr 147 7.88202 6.61217 1.26985 shape
hivpr 148 7.30503 6.40132 0.90371 shape
hivpr 149 8.63889 6.82528 1.81361 shape
hivpr 150 8.50483 7.59418 0.91065 shape
hivpr 151 6.757 6.1031 0.6539 shape
hivpr 152 9.03925 9.58057 -0.54132 shape
hivpr 153 5.94227 6.34075 -0.39848 shape
hivpr 154 6.94806 6.99067 -0.04261 shape
hivpr 155 4.63006 5.106 -0.47594 shape
hivpr 156 6.71992 7.68671 -0.96679 shape
hivpr 157 6.7198 6.87728 -0.15748 shape
hivpr 158 5.71556 6.13345 -0.41789 shape
hivpr 159 9.88429 8.12845 1.75584 shape
hivpr 160 5.31654 5.48764 -0.1711 shape
hivpr 161 7.85245 7.21293 0.63952 shape
hivpr 162 7.50958 7.89359 -0.38401 shape
hivpr 163 6.56599 5.35039 1.2156 shape
hivpr 164 5.80911 7.39042 -1.58131 shape
hivpr 165 6.73174 6.32401 0.40773 shape
hivpr 166 4.16511 4.8686 -0.70349 shape
hivpr 167 9.30296 9.35564 -0.05268 shape
hivpr 168 4.92505 4.07087 0.85418 shape
hivpr 169 6.43431 5.19002 1.24429 shape
hivpr 170 9.11631 7.8813 1.23501 shape
hivpr 171 6.0398 5.48812 0.55168 shape
hivpr 172 6.82484 6.50916 0.31568 shape
hivpr 173 5.93532 5.75494 0.18038 shape
hivpr 174 8.05673 8.25011 -0.19338 shape
hivpr 175 6.6619 6.18995 0.47195 shape
hivpr 176 4.71658 4.7193 -0.00272 shape
hivpr 177 7.14403 6.52296 0.62107 shape
hivpr 178 8.40961 8.22033 0.18928 shape
hivpr 179 4.59931 5.20661 -0.6073 shape
hivpr 180 7.96966 7.39928 0.57038 shape
hivpr 181 6.99552 5.1222 1.87332 shape
hivpr 182 7.79695 7.81695 -0.02 shape
hivpr 183 6.45178 5.39304 1.05874 shape
hivpr 184 6.82369 5.96163 0.86206 shape
hivpr 185 9.04412 7.54598 1.49814 shape
hivpr 186 4.97919 4.87936 0.09983 shape
hivpr 187 5.95545 5.2157 0.73975 shape
hivpr 188 6.0823 5.32722 0.75508 shape
hivpr 189 6.0824 6.31546 -0.23306 shape
hivpr 190 8.21758 9.03151 -0.81393 shape
hivpr 191 6.46693 7.11575 -0.64882 shape
hivpr 192 8.72203 8.6281 0.09393 shape
hivpr 193 4.58868 4.50743 0.08125 shape
hivpr 194 8.71936 8.09782 0.62154 shape
hivpr 195 6.92756 6.562 0.36556 shape
hivpr 196 4.81864 3.8331 0.98554 shape
hivpr 197 6.18989 5.78201 0.40788 shape
hivpr 198 6.18949 5.64604 0.54345 shape
hivpr 199 6.71096 6.3007 0.41026 shape
hivpr 200 8.90853 8.88639 0.02214 shape
hivrt 1 5.82987 6.08044 -0.25057 shape
hivrt 2 6.61276 6.62643 -0.01367 shape
hivrt 3 5.63107 4.71997 0.9111 shape
hivrt 4 5.66846 5.84044 -0.17198 shape
hivrt 5 7.35714 6.79687 0.56027 shape
hivrt 6 6.56759 6.65654 -0.08895 shape
hivrt 7 2.54114 2.43537 0.10577 shape
hivrt 8 2.54122 2.55671 -0.01549 shape
hivrt 9 2.54115 2.3823 0.15885 shape
hivrt 10 2.54111 2.7205 -0.17939 shape
hivrt 11 2.54181 2.88255 -0.34074 shape
hivrt 12 2.54151 2.56191 -0.0204 shape
hivrt 13 4.68075 4.83553 -0.15478 shape
hivrt 14 4.68046 4.81574 -0.13528 shape
hivrt 15 4.65717 4.58868 0.06849 shape
hivrt 16 4.65662 4.75018 -0.09356 shape
hivrt 17 4.65673 4.7087 -0.05197 shape
hivrt 18 4.657 4.72132 -0.06432 shape
hivrt 19 4.65676 4.85641 -0.19965 shape
hivrt 20 4.65682 4.56781 0.08901 shape
hivrt 21 2.38327 2.43582 -0.05255 shape
hivrt 22 2.38312 2.64743 -0.26431 shape
hivrt 23 2.38319 2.62235 -0.23916 shape
hivrt 24 2.38311 2.49438 -0.11127 shape
hivrt 25 2.1969 2.57498 -0.37808 shape
hivrt 26 2.24834 2.33178 -0.08344 shape
hivrt 27 2.19872 2.33264 -0.13392 shape
hivrt 28 4.62572 4.73195 -0.10623 shape
hivrt 29 4.62559 4.75631 -0.13072 shape
hivrt 30 4.62606 4.6767 -0.05064 shape
hivrt 31 4.62554 4.76573 -0.14019 shape
hivrt 32 4.65676 4.75047 -0.09371 shape
hivrt 33 2.24624 2.30419 -0.05795 shape
hivrt 34 4.65543 4.83519 -0.17976 shape
hivrt 35 2.24633 2.21664 0.02969 shape
hivrt 36 2.2467 2.40714 -0.16044 shape
hivrt 37 4.65775 4.64763 0.01012 shape
hivrt 38 4.65727 4.60525 0.05202 shape
hivrt 39 2.24505 2.39555 -0.1505 shape
hivrt 40 4.65885 5.0372 -0.37835 shape
hivrt 41 2.3333 2.90884 -0.57554 shape
hivrt 42 4.65722 4.77043 -0.11321 shape
hivrt 43 2.33215 2.30766 0.02449 shape
hivrt 44 2.33049 2.35393 -0.02344 shape
hivrt 45 6.64303 5.47121 1.17182 shape
hivrt 46 4.7127 4.88004 -0.16734 shape
hivrt 47 4.71263 4.76859 -0.05596 shape
hivrt 48 4.71244 4.66977 0.04267 shape
hivrt 49 4.71194 4.83994 -0.128 shape
hivrt 50 6.59385 6.36028 0.23357 shape
hivrt 51 5.99514 6.05118 -0.05604 shape
hivrt 52 5.99525 6.08253 -0.08728 shape
hivrt 53 2.43983 2.47684 -0.03701 shape
hivrt 54 5.99504 6.02586 -0.03082 shape
hivrt 55 2.43985 2.42916 0.01069 shape
hivrt 56 2.44006 2.49215 -0.05209 shape
hivrt 57 2.43981 2.56183 -0.12202 shape
hivrt 58 2.43953 2.67616 -0.23663 shape
hivrt 59 2.40206 2.68186 -0.2798 shape
hivrt 60 2.40162 2.4364 -0.03478 shape
hivrt 61 2.40231 2.29639 0.10592 shape
hivrt 62 2.40208 2.64481 -0.24273 shape
hivrt 63 2.40186 28.5345 -26.1326 shape
hivrt 64 2.40244 2.34258 0.05986 shape
hivrt 65 6.85596 6.70021 0.15575 shape
hivrt 66 2.40229 2.57279 -0.1705 shape
hivrt 67 6.95132 6.41668 0.53464 shape
hivrt 68 6.26049 6.11475 0.14574 shape
hivrt 69 6.78577 6.75934 0.02643 shape
hivrt 70 6.78599 6.97511 -0.18912 shape
hivrt 71 4.34096 4.26063 0.08033 shape
hivrt 72 4.34099 4.21064 0.13035 shape
hivrt 73 4.34061 4.86156 -0.52095 shape
hivrt 74 4.34056 4.36893 -0.02837 shape
hivrt 75 5.80801 6.2459 -0.43789 shape
hivrt 76 5.76027 6.02733 -0.26706 shape
hivrt 77 5.84807 5.81179 0.03628 shape
hivrt 78 6.72505 6.78147 -0.05642 shape
hivrt 79 6.40888 6.9348 -0.52592 shape
hivrt 80 6.40866 6.81757 -0.40891 shape
hivrt 81 4.44972 4.41004 0.03968 shape
hivrt 82 4.44908 4.79094 -0.34186 shape
hivrt 83 4.44926 4.62012 -0.17086 shape
hivrt 84 4.4491 4.47847 -0.02937 shape
hivrt 85 4.44905 4.52905 -0.08 shape
hivrt 86 4.44908 4.46153 -0.01245 shape
hivrt 87 6.74778 6.7572 -0.00942 shape
hivrt 88 1.40281 1.90138 -0.49857 shape
hivrt 89 1.40264 1.83983 -0.43719 shape
hivrt 90 1.40185 2.22497 -0.82312 shape
hivrt 91 1.40242 1.43716 -0.03474 shape
hivrt 92 1.40297 1.48345 -0.08048 shape
hivrt 93 2.51779 2.92877 -0.41098 shape
hivrt 94 2.51779 2.83109 -0.3133 shape
hivrt 95 2.5183 2.92069 -0.40239 shape
hivrt 96 6.50993 6.49234 0.01759 shape
hivrt 97 1.07 0.955522 0.114478 shape
hivrt 98 1.0687 1.26493 -0.19623 shape
hivrt 99 1.06885 1.51545 -0.4466 shape
hivrt 100 5.64724 5.73363 -0.08639 shape
hivrt 101 5.64726 6.00676 -0.3595 shape
hivrt 102 0.822393 1.62421 -0.801817 shape
hivrt 103 0.608649 0.957542 -0.348893 shape
hivrt 104 4.22257 4.45057 -0.228 shape
hivrt 105 5.87689 6.12293 -0.24604 shape
hivrt 106 5.87658 6.32258 -0.446 shape
hivrt 107 4.22331 4.41877 -0.19546 shape
hivrt 108 6.81785 6.64091 0.17694 shape
hivrt 109 0.566606 1.14977 -0.583164 shape
hivrt 110 4.05512 4.25005 -0.19493 shape
hivrt 111 0.570945 0.808464 -0.237519 shape
hivrt 112 0.808798 1.65332 -0.844522 shape
hivrt 113 4.05503 4.20583 -0.1508 shape
hivrt 114 4.05501 4.15344 -0.09843 shape
hivrt 115 4.05496 4.62256 -0.5676 shape
hivrt 116 0.799559 1.31406 -0.514501 shape
hivrt 117 6.08927 6.09952 -0.01025 shape
hivrt 118 6.08864 6.18905 -0.10041 shape
hivrt 119 4.96484 5.10173 -0.13689 shape
hivrt 120 4.96496 4.98014 -0.01518 shape
hivrt 121 4.9652 5.1713 -0.2061 shape
hivrt 122 0.801723 1.06857 -0.266847 shape
hivrt 123 0.83778 1.05336 -0.21558 shape
hivrt 124 0.560126 1.35762 -0.797494 shape
hivrt 125 6.57787 6.64307 -0.0652 shape
hivrt 126 6.57768 6.95423 -0.37655 shape
hivrt 127 2.59667 3.11203 -0.51536 shape
hivrt 128 5.92984 6.02229 -0.09245 shape
hivrt 129 5.92948 5.79119 0.13829 shape
hivrt 130 5.31881 5.91778 -0.59897 shape
hivrt 131 5.06638 4.50846 0.55792 shape
hivrt 132 5.06648 5.0107 0.05578 shape
hivrt 133 5.06651 5.12005 -0.05354 shape
hivrt 134 5.41148 5.46059 -0.04911 shape
hivrt 135 5.06659 4.67101 0.39558 shape
hivrt 136 5.41165 5.30326 0.10839 shape
hivrt 137 5.06613 4.7165 0.34963 shape
hivrt 138 6.66428 6.62705 0.03723 shape
hivrt 139 6.57585 6.63186 -0.05601 shape
hivrt 140 6.22031 6.41864 -0.19833 shape
hivrt 141 6.63553 6.49349 0.14204 shape
hivrt 142 6.63533 6.60046 0.03487 shape
hivrt 143 2.69153 2.87697 -0.18544 shape
hivrt 144 2.69193 2.78174 -0.08981 shape
hivrt 145 2.69192 2.74379 -0.05187 shape
hivrt 146 6.62177 6.20993 0.41184 shape
hivrt 147 6.62166 6.60111 0.02055 shape
hivrt 148 2.87562 2.41673 0.45889 shape
hivrt 149 4.87204 4.94479 -0.07275 shape
hivrt 150 4.87211 5.08189 -0.20978 shape
hivrt 151 4.87229 5.31818 -0.44589 shape
hivrt 152 4.87184 4.90546 -0.03362 shape
hivrt 153 4.87164 4.73721 0.13443 shape
hivrt 154 4.87237 4.6228 0.24957 shape
hivrt 155 5.68063 5.87301 -0.19238 shape
hivrt 156 5.86755 5.94027 -0.07272 shape
hivrt 157 5.86763 6.14415 -0.27652 shape
hivrt 158 5.86759 6.12357 -0.25598 shape
hivrt 159 5.86766 5.88235 -0.01469 shape
hivrt 160 5.86788 6.08478 -0.2169 shape
hivrt 161 5.68069 6.17058 -0.48989 shape
hivrt 162 5.68064 6.04205 -0.36141 shape
hivrt 163 6.69369 6.69329 0.0004 shape
hivrt 164 6.69292 6.6127 0.08022 shape
hivrt 165 1.66989 1.5267 0.14319 shape
hivrt 166 1.66905 1.89039 -0.22134 shape
hivrt 167 1.67014 1.4761 0.19404 shape
hivrt 168 1.66975 1.84977 -0.18002 shape
hivrt 169 5.68069 5.65084 0.02985 shape
hivrt 170 5.68075 5.88939 -0.20864 shape
hivrt 171 6.22286 6.35423 -0.13137 shape
hivrt 172 4.01714 3.9359 0.08124 shape
hivrt 173 4.01746 3.96687 0.05059 shape
hivrt 174 4.01746 4.17317 -0.15571 shape
hivrt 175 4.01734 4.10521 -0.08787 shape
hivrt 176 4.01718 4.10635 -0.08917 shape
hivrt 177 4.01742 3.83317 0.18425 shape
hivrt 178 6.96829 6.97823 -0.00994 shape
hivrt 179 6.48927 6.7169 -0.22763 shape
hivrt 180 3.77719 3.75655 0.02064 shape
hivrt 181 3.77727 3.81457 -0.0373 shape
hivrt 182 3.77721 3.6599 0.11731 shape
hivrt 183 5.94601 6.25595 -0.30994 shape
hivrt 184 2.82923 2.62602 0.20321 shape
hivrt 185 2.82856 2.36516 0.4634 shape
hivrt 186 2.82818 2.90288 -0.0747 shape
hivrt 187 2.82791 2.76564 0.06227 shape
hivrt 188 5.94597 6.06867 -0.1227 shape
hivrt 189 5.94595 6.04293 -0.09698 shape
hivrt 190 4.94986 4.2345 0.71536 shape
hivrt 191 5.7833 6.15842 -0.37512 shape
hivrt 192 5.78353 6.08704 -0.30351 shape
hivrt 193 5.78346 6.07641 -0.29295 shape
hivrt 194 6.0482 6.22055 -0.17235 shape
hivrt 195 6.37763 6.55546 -0.17783 shape
hivrt 196 6.37756 6.92906 -0.5515 shape
hivrt 197 4.72106 4.66228 0.05878 shape
hivrt 198 4.7212 4.63799 0.08321 shape
hivrt 199 5.06848 5.28672 -0.21824 shape
hivrt 200 5.06859 5.46448 -0.39589 shape
hmdh 1 2.34677 2.04877 0.298 shape
hmdh 2 2.34693 1.81266 0.53427 shape
hmdh 3 2.34689 2.13665 0.21024 shape
hmdh 4 2.34692 2.19228 0.15464 shape
hmdh 5 2.34692 2.31163 0.03529 shape
hmdh 6 2.17145 2.2218 -0.05035 shape
hmdh 7 1.91878 1.92368 -0.0049 shape
hmdh 8 1.91906 1.90257 0.01649 shape
hmdh 9 2.38618 1.98657 0.39961 shape
hmdh 10 2.1695 2.19727 -0.02777 shape
hmdh 11 2.16935 1.95971 0.20964 shape
hmdh 12 3.52686 1.95913 1.56773 shape
hmdh 13 4.69047 4.09512 0.59535 shape
hmdh 14 4.6903 4.06921 0.62109 shape
hmdh 15 4.69029 4.08295 0.60734 shape
hmdh 16 2.1191 2.03001 0.08909 shape
hmdh 17 2.119 1.84847 0.27053 shape
hmdh 18 2.23647 1.53134 0.70513 shape
hmdh 19 2.23643 1.86514 0.37129 shape
hmdh 20 2.23626 1.94742 0.28884 shape
hmdh 21 2.28177 1.88636 0.39541 shape
hmdh 22 3.28467 1.8666 1.41807 shape
hmdh 23 7.03239 7.18398 -0.15159 shape
hmdh 24 1.86739 1.56721 0.30018 shape
hmdh 25 1.87102 1.48227 0.38875 shape
hmdh 26 1.87033 1.78311 0.08722 shape
hmdh 27 2.13121 1.2978 0.83341 shape
hmdh 28 2.13144 1.29449 0.83695 shape
hmdh 29 2.1315 1.0284 1.1031 shape
hmdh 30 1.98081 1.70786 0.27295 shape
hmdh 31 1.98072 1.9874 -0.00668 shape
hmdh 32 1.98117 1.83688 0.14429 shape
hmdh 33 3.55322 3.38262 0.1706 shape
hmdh 34 3.55324 3.13905 0.41419 shape
hmdh 35 2.56679 1.45836 1.10843 shape
hmdh 36 2.56726 2.0966 0.47066 shape
hmdh 37 9.6623 9.68912 -0.02682 shape
hmdh 38 4.26331 3.7415 0.52181 shape
hmdh 39 2.41196 2.70666 -0.2947 shape
hmdh 40 4.58147 4.13472 0.44675 shape
hmdh 41 3.02777 2.3675 0.66027 shape
hmdh 42 1.88958 1.4453 0.44428 shape
hmdh 43 1.88957 2.02026 -0.13069 shape
hmdh 44 1.88953 2.09912 -0.20959 shape
hmdh 45 1.88957 1.48076 0.40881 shape
hmdh 46 4.03095 3.87956 0.15139 shape
hmdh 47 4.03109 4.22149 -0.1904 shape
hmdh 48 4.03107 3.97535 0.05572 shape
hmdh 49 4.03108 3.85009 0.18099 shape
hmdh 50 2.40025 2.02139 0.37886 shape
hmdh 51 2.40016 2.2905 0.10966 shape
hmdh 52 2.40037 1.81045 0.58992 shape
hmdh 53 2.40067 2.31183 0.08884 shape
hmdh 54 2.40074 2.21496 0.18578 shape
hmdh 55 9.0767 9.01823 0.05847 shape
hmdh 56 9.07672 9.04475 0.03197 shape
hmdh 57 9.0768 9.04047 0.03633 shape
hmdh 58 9.07681 9.0653 0.01151 shape
hmdh 59 9.07674 8.98449 0.09225 shape
hmdh 60 4.23575 4.0905 0.14525 shape
hmdh 61 4.29204 3.07672 1.21532 shape
hmdh 62 4.36781 4.06833 0.29948 shape
hmdh 63 4.29236 2.90422 1.38814 shape
hmdh 64 1.59853 1.57995 0.01858 shape
hmdh 65 1.59849 1.3959 0.20259 shape
hmdh 66 1.59849 1.37187 0.22662 shape
hmdh 67 1.59861 2.01987 -0.42126 shape
hmdh 68 1.59846 1.5291 0.06936 shape
hmdh 69 2.44743 1.93118 0.51625 shape
hmdh 70 4.21628 4.09262 0.12366 shape
hmdh 71 4.21626 4.22268 -0.00642 shape
hmdh 72 3.9791 3.88683 0.09227 shape
hmdh 73 2.35751 2.12411 0.2334 shape
hmdh 74 2.35829 2.07138 0.28691 shape
hmdh 75 4.95627 4.33003 0.62624 shape
hmdh 76 8.72642 8.80162 -0.0752 shape
hmdh 77 8.72653 8.81075 -0.08422 shape
hmdh 78 2.58721 2.05472 0.53249 shape
hmdh 79 2.58723 2.11703 0.4702 shape
hmdh 80 2.31841 2.16071 0.1577 shape
hmdh 81 2.31855 2.54527 -0.22672 shape
hmdh 82 4.45344 4.29459 0.15885 shape
hmdh 83 4.45348 4.33119 0.12229 shape
hmdh 84 4.45344 4.44727 0.00617 shape
hmdh 85 9.42998 9.52622 -0.09624 shape
hmdh 86 4.75077 4.18533 0.56544 shape
hmdh 87 2.58183 2.23223 0.3496 shape
hmdh 88 4.54129 4.46269 0.0786 shape
hmdh 89 2.85433 2.23638 0.61795 shape
hmdh 90 2.38804 1.66386 0.72418 shape
hmdh 91 3.18802 3.189 -0.00098 shape
hmdh 92 3.72467 3.90932 -0.18465 shape
hmdh 93 3.73332 4.13108 -0.39776 shape
hmdh 94 7.0721 6.91842 0.15368 shape
hmdh 95 9.92872 9.77759 0.15113 shape
hmdh 96 9.92875 9.92523 0.00352 shape
hmdh 97 9.92876 9.82381 0.10495 shape
hmdh 98 9.92873 9.86736 0.06137 shape
hmdh 99 4.07809 4.01388 0.06421 shape
hmdh 100 4.07815 4.0621 0.01605 shape
hmdh 101 9.32449 8.98081 0.34368 shape
hmdh 102 9.32439 9.22167 0.10272 shape
hmdh 103 9.32434 8.94527 0.37907 shape
hmdh 104 10.0296 10.004 0.0256 shape
hmdh 105 10.0295 9.85912 0.17038 shape
hmdh 106 2.61558 1.70638 0.9092 shape
hmdh 107 8.81696 8.78227 0.03469 shape
hmdh 108 9.55579 9.75949 -0.2037 shape
hmdh 109 9.55587 9.69675 -0.14088 shape
hmdh 110 2.55033 2.47529 0.07504 shape
hmdh 111 2.88654 1.40955 1.47699 shape
hmdh 112 2.88659 1.43034 1.45625 shape
hmdh 113 2.88635 2.08751 0.79884 shape
hmdh 114 6.92322 7.13654 -0.21332 shape
hmdh 115 9.15586 9.5349 -0.37904 shape
hmdh 116 9.15572 9.0273 0.12842 shape
hmdh 117 10.0931 10.0061 0.087 shape
hmdh 118 8.89446 8.91116 -0.0167 shape
hmdh 119 9.87263 9.2254 0.64723 shape
hmdh 120 9.1402 9.40264 -0.26244 shape
hmdh 121 9.14027 9.42181 -0.28154 shape
hmdh 122 9.07137 9.02456 0.04681 shape
hmdh 123 9.07133 8.89022 0.18111 shape
hmdh 124 9.07133 8.89575 0.17558 shape
hmdh 125 9.07139 8.85568 0.21571 shape
hmdh 126 9.07142 8.93967 0.13175 shape
hmdh 127 9.07148 8.90562 0.16586 shape
hmdh 128 4.41914 4.46988 -0.05074 shape
hmdh 129 9.37247 9.43013 -0.05766 shape
hmdh 130 9.37242 9.22137 0.15105 shape
hmdh 131 5.22581 5.14093 0.08488 shape
hmdh 132 5.22601 4.91913 0.30688 shape
hmdh 133 3.94198 3.81991 0.12207 shape
hmdh 134 3.94208 3.9318 0.01028 shape
hmdh 135 4.87093 4.18048 0.69045 shape
hmdh 136 9.12736 8.99631 0.13105 shape
hmdh 137 9.29472 9.34771 -0.05299 shape
hmdh 138 9.04115 8.92565 0.1155 shape
hmdh 139 9.04117 8.81032 0.23085 shape
hmdh 140 2.43195 1.46917 0.96278 shape
hmdh 141 2.43193 2.26808 0.16385 shape
hmdh 142 2.43212 2.08464 0.34748 shape
hmdh 143 3.73889 3.66696 0.07193 shape
hmdh 144 9.23888 9.63823 -0.39935 shape
hmdh 145 4.81468 4.35647 0.45821 shape
hmdh 146 4.52689 4.68445 -0.15756 shape
hmdh 147 8.65199 8.49981 0.15218 shape
hmdh 148 9.86497 9.82869 0.03628 shape
hmdh 149 3.59398 1.26768 2.3263 shape
hmdh 150 7.76632 7.83708 -0.07076 shape
hmdh 151 9.63185 9.46519 0.16666 shape
hmdh 152 2.03949 2.04481 -0.00532 shape
hmdh 153 4.26379 4.22688 0.03691 shape
hmdh 154 9.61807 9.43906 0.17901 shape
hmdh 155 9.61814 9.56979 0.04835 shape
hmdh 156 5.04063 4.63264 0.40799 shape
hmdh 157 4.57773 4.44509 0.13264 shape
hmdh 158 5.22608 5.03888 0.1872 shape
hmdh 159 1.96184 1.72706 0.23478 shape
hmdh 160 1.96199 1.74188 0.22011 shape
hmdh 161 4.60094 4.07096 0.52998 shape
hmdh 162 9.33142 9.74485 -0.41343 shape
hmdh 163 9.66964 9.46553 0.20411 shape
hmdh 164 9.55513 9.46409 0.09104 shape
hmdh 165 9.52222 9.28257 0.23965 shape
hmdh 166 9.42556 9.59796 -0.1724 shape
hmdh 167 9.42548 9.52747 -0.10199 shape
hmdh 168 9.4255 9.34936 0.07614 shape
hmdh 169 9.62185 9.93794 -0.31609 shape
hmdh 170 9.55513 9.50614 0.04899 shape
hmdh 171 9.55519 9.44061 0.11458 shape
hmdh 172 4.5355 4.19863 0.33687 shape
hmdh 173 4.02651 3.97016 0.05635 shape
hmdh 174 9.80635 9.70358 0.10277 shape
hmdh 175 9.86581 9.89265 -0.02684 shape
hmdh 176 9.86593 9.86577 0.00016 shape
hmdh 177 9.86587 9.89679 -0.03092 shape
hmdh 178 7.70346 7.83673 -0.13327 shape
hmdh 179 4.76909 4.63863 0.13046 shape
hmdh 180 8.90571 8.73729 0.16842 shape
hmdh 181 9.90617 9.6226 0.28357 shape
hmdh 182 9.4598 9.46382 -0.00402 shape
hmdh 183 2.08658 2.09569 -0.00911 shape
hmdh 184 4.23188 4.24694 -0.01506 shape
hmdh 185 9.55046 9.5605 -0.01004 shape
hmdh 186 4.232 3.76836 0.46364 shape
hmdh 187 9.7191 9.62199 0.09711 shape
hmdh 188 9.40278 9.3155 0.08728 shape
hmdh 189 5.80204 6.23818 -0.43614 shape
hmdh 190 9.93681 9.72225 0.21456 shape
hmdh 191 9.93681 9.85004 0.08677 shape
hmdh 192 9.55941 9.31858 0.24083 shape
hmdh 193 3.27203 2.07324 1.19879 shape
hmdh 194 9.5297 9.50739 0.02231 shape
hmdh 195 5.09675 5.66363 -0.56688 shape
hmdh 196 9.31809 9.54829 -0.2302 shape
hmdh 197 5.17974 4.45998 0.71976 shape
hmdh 198 5.27855 5.12865 0.1499 shape
hmdh 199 9.95771 9.83996 0.11775 shape
hmdh 200 8.83891 9.15145 -0.31254 shape
hs90a 1 2.71847 2.30443 0.41404 shape
hs90a 2 2.16805 2.00981 0.15824 shape
hs90a 3 2.16783 2.15836 0.00947 shape
hs90a 4 2.16692 2.9631 -0.79618 shape
hs90a 5 2.16718 2.65915 -0.49197 shape
hs90a 6 2.16727 2.56553 -0.39826 shape
hs90a 7 2.16642 2.02019 0.14623 shape
hs90a 8 2.16577 2.03536 0.13041 shape
hs90a 9 2.143 2.17783 -0.03483 shape
hs90a 10 2.18597 2.67272 -0.48675 shape
hs90a 11 2.17755 2.12493 0.05262 shape
hs90a 12 2.18496 2.74815 -0.56319 shape
hs90a 13 6.84418 6.78069 0.06349 shape
hs90a 14 6.84369 6.79844 0.04525 shape
hs90a 15 6.8228 6.83914 -0.01634 shape
hs90a 16 6.82239 6.97174 -0.14935 shape
hs90a 17 6.82268 6.71278 0.1099 shape
hs90a 18 6.77895 6.94324 -0.16429 shape
hs90a 19 6.77853 6.92922 -0.15069 shape
hs90a 20 6.77858 7.45166 -0.67308 shape
hs90a 21 6.78454 6.79091 -0.00637 shape
hs90a 22 6.78635 6.97516 -0.18881 shape
hs90a 23 6.78542 7.02725 -0.24183 shape
hs90a 24 6.83573 6.59078 0.24495 shape
hs90a 25 6.83405 6.85262 -0.01857 shape
hs90a 26 1.88149 2.83322 -0.95173 shape
hs90a 27 1.88007 1.23864 0.64143 shape
hs90a 28 1.87994 1.82158 0.05836 shape
hs90a 29 1.87948 2.13164 -0.25216 shape
hs90a 30 1.87971 2.90795 -1.02824 shape
hs90a 31 1.87139 0.79772 1.07367 shape
hs90a 32 1.87106 0.996123 0.874937 shape
