target,stage,protocol,quality,cutoff
reni,it0,pharm,Low,200
reni,it1,shape,Medium,200
reni,it1,pharm,Medium,200
reni,it0,shape,Low,1000
reni,it0,pharm,Low,1000
reni,it1,shape,Medium,1000
reni,it1,pharm,Medium,1000
rock1,it0,shape,Low,1
rock1,it0,pharm,Low,1
rock1,it1,shape,Near Acceptable,1
rock1,it1,pharm,Low,1
rock1,it0,shape,Near Acceptable,5
rock1,it0,pharm,Low,5
rock1,it1,shape,Acceptable,5
rock1,it1,pharm,Low,5
rock1,it0,shape,Near Acceptable,10
rock1,it0,pharm,Low,10
rock1,it1,shape,Acceptable,10
rock1,it1,pharm,Low,10
rock1,it0,shape,Acceptable,50
rock1,it0,pharm,Low,50
rock1,it1,shape,Acceptable,50
rock1,it1,pharm,Low,50
rock1,it0,shape,Acceptable,100
rock1,it0,pharm,Low,100
rock1,it1,shape,Acceptable,100
rock1,it1,pharm,Low,100
rock1,it0,shape,Acceptable,200
rock1,it0,pharm,Low,200
rock1,it1,shape,Acceptable,200
rock1,it1,pharm,Low,200
rock1,it0,shape,Acceptable,1000
rock1,it0,pharm,Low,1000
rock1,it1,shape,Acceptable,1000
rock1,it1,pharm,Low,1000
rxra,it0,shape,Low,1
rxra,it0,pharm,Low,1
rxra,it1,shape,Acceptable,1
rxra,it1,pharm,Low,1
rxra,it0,shape,Low,5
rxra,it0,pharm,Low,5
rxra,it1,shape,Acceptable,5
rxra,it1,pharm,Low,5
rxra,it0,shape,Low,10
rxra,it0,pharm,Low,10
rxra,it1,shape,Acceptable,10
rxra,it1,pharm,Near Acceptable,10
rxra,it0,shape,Near Acceptable,50
rxra,it0,pharm,Near Acceptable,50
rxra,it1,shape,Acceptable,50
rxra,it1,pharm,Acceptable,50
rxra,it0,shape,Near Acceptable,100
rxra,it0,pharm,Near Acceptable,100
rxra,it1,shape,Acceptable,100
rxra,it1,pharm,Acceptable,100
rxra,it0,shape,Near Acceptable,200
rxra,it0,pharm,Near Acceptable,200
rxra,it1,shape,Acceptable,200
rxra,it1,pharm,Acceptable,200
rxra,it0,shape,Near Acceptable,1000
rxra,it0,pharm,Near Acceptable,1000
rxra,it1,shape,Acceptable,1000
rxra,it1,pharm,Acceptable,1000
sahh,it0,shape,Low,1
sahh,it0,pharm,Near Acceptable,1
sahh,it1,shape,Medium,1
sahh,it1,pharm,Medium,1
sahh,it0,shape,Near Acceptable,5
sahh,it0,pharm,Near Acceptable,5
sahh,it1,shape,Medium,5
sahh,it1,pharm,Medium,5
sahh,it0,shape,Near Acceptable,10
sahh,it0,pharm,Near Acceptable,10
sahh,it1,shape,Medium,10
sahh,it1,pharm,Medium,10
sahh,it0,shape,Acceptable,50
sahh,it0,pharm,Near Acceptable,50
sahh,it1,shape,Medium,50
sahh,it1,pharm,Medium,50
sahh,it0,shape,Medium,100
sahh,it0,pharm,Near Acceptable,100
sahh,it1,shape,Medium,100
sahh,it1,pharm,Medium,100
sahh,it0,shape,Medium,200
sahh,it0,pharm,Acceptable,200
sahh,it1,shape,Medium,200
sahh,it1,pharm,Medium,200
sahh,it0,shape,Medium,1000
sahh,it0,pharm,Acceptable,1000
sahh,it1,shape,Medium,1000
sahh,it1,pharm,Medium,1000
src,it0,shape,Low,1
src,it0,pharm,Acceptable,1
src,it1,shape,Acceptable,1
src,it1,pharm,Acceptable,1
src,it0,shape,Low,5
src,it0,pharm,Acceptable,5
src,it1,shape,Acceptable,5
src,it1,pharm,Medium,5
src,it0,shape,Low,10
src,it0,pharm,Acceptable,10
src,it1,shape,Acceptable,10
src,it1,pharm,Medium,10
src,it0,shape,Acceptable,50
src,it0,pharm,Acceptable,50
src,it1,shape,Acceptable,50
src,it1,pharm,Medium,50
src,it0,shape,Acceptable,100
src,it0,pharm,Acceptable,100
src,it1,shape,Acceptable,100
src,it1,pharm,Medium,100
src,it0,shape,Acceptable,200
src,it0,pharm,Acceptable,200
src,it1,shape,Acceptable,200
src,it1,pharm,Medium,200
src,it0,shape,Acceptable,1000
src,it0,pharm,Acceptable,1000
src,it1,shape,Acceptable,1000
src,it1,pharm,Medium,1000
tgfr1,it0,shape,Medium,1
tgfr1,it0,pharm,Acceptable,1
tgfr1,it1,shape,High,1
tgfr1,it1,pharm,Medium,1
tgfr1,it0,shape,Medium,5
tgfr1,it0,pharm,Acceptable,5
tgfr1,it1,shape,High,5
tgfr1,it1,pharm,Medium,5
tgfr1,it0,shape,Medium,10
tgfr1,it0,pharm,Acceptable,10
tgfr1,it1,shape,High,10
tgfr1,it1,pharm,Medium,10
tgfr1,it0,shape,Medium,50
tgfr1,it0,pharm,Acceptable,50
tgfr1,it1,shape,High,50
tgfr1,it1,pharm,Medium,50
tgfr1,it0,shape,Medium,100
tgfr1,it0,pharm,Acceptable,100
tgfr1,it1,shape,High,100
tgfr1,it1,pharm,Medium,100
tgfr1,it0,shape,Medium,200
tgfr1,it0,pharm,Acceptable,200
tgfr1,it1,shape,High,200
tgfr1,it1,pharm,Medium,200
tgfr1,it0,shape,Medium,1000
tgfr1,it0,pharm,Acceptable,1000
tgfr1,it1,shape,High,1000
tgfr1,it1,pharm,Medium,1000
thb,it0,shape,Low,1
thb,it0,pharm,Near Acceptable,1
thb,it1,shape,Acceptable,1
thb,it1,pharm,Acceptable,1
thb,it0,shape,Low,5
thb,it0,pharm,Near Acceptable,5
thb,it1,shape,Acceptable,5
thb,it1,pharm,Acceptable,5
thb,it0,shape,Acceptable,10
thb,it0,pharm,Near Acceptable,10
thb,it1,shape,Acceptable,10
thb,it1,pharm,Medium,10
thb,it0,shape,Medium,50
thb,it0,pharm,Acceptable,50
thb,it1,shape,Medium,50
thb,it1,pharm,Medium,50
thb,it0,shape,Medium,100
thb,it0,pharm,Acceptable,100
thb,it1,shape,Medium,100
thb,it1,pharm,Medium,100
thb,it0,shape,Medium,200
thb,it0,pharm,Acceptable,200
thb,it1,shape,Medium,200
thb,it1,pharm,Medium,200
thb,it0,shape,Medium,1000
thb,it0,pharm,Acceptable,1000
thb,it1,shape,Medium,1000
thb,it1,pharm,Medium,1000
thrb,it0,shape,Near Acceptable,1
thrb,it0,pharm,Acceptable,1
thrb,it1,shape,Medium,1
thrb,it1,pharm,Medium,1
thrb,it0,shape,Near Acceptable,5
thrb,it0,pharm,Acceptable,5
thrb,it1,shape,Medium,5
thrb,it1,pharm,Medium,5
thrb,it0,shape,Near Acceptable,10
thrb,it0,pharm,Acceptable,10
thrb,it1,shape,Medium,10
thrb,it1,pharm,Medium,10
thrb,it0,shape,Medium,50
thrb,it0,pharm,Medium,50
thrb,it1,shape,Medium,50
thrb,it1,pharm,Medium,50
thrb,it0,shape,Medium,100
thrb,it0,pharm,Medium,100
thrb,it1,shape,Medium,100
thrb,it1,pharm,Medium,100
thrb,it0,shape,Medium,200
thrb,it0,pharm,Medium,200
thrb,it1,shape,Medium,200
thrb,it1,pharm,Medium,200
thrb,it0,shape,Medium,1000
thrb,it0,pharm,Medium,1000
thrb,it1,shape,Medium,1000
thrb,it1,pharm,Medium,1000
try1,it0,shape,Low,1
try1,it0,pharm,Low,1
try1,it1,shape,Low,1
try1,it1,pharm,Low,1
try1,it0,shape,Low,5
try1,it0,pharm,Low,5
try1,it1,shape,Low,5
try1,it1,pharm,Low,5
try1,it0,shape,Low,10
try1,it0,pharm,Low,10
try1,it1,shape,Low,10
try1,it1,pharm,Low,10
try1,it0,shape,Low,50
try1,it0,pharm,Low,50
try1,it1,shape,Low,50
try1,it1,pharm,Low,50
try1,it0,shape,Low,100
try1,it0,pharm,Low,100
try1,it1,shape,Low,100
try1,it1,pharm,Low,100
try1,it0,shape,Low,200
try1,it0,pharm,Low,200
try1,it1,shape,Low,200
try1,it1,pharm,Low,200
try1,it0,shape,Low,1000
try1,it0,pharm,Low,1000
try1,it1,shape,Low,1000
try1,it1,pharm,Low,1000
tryb1,it0,shape,Acceptable,1
tryb1,it0,pharm,Near Acceptable,1
tryb1,it1,shape,Acceptable,1
tryb1,it1,pharm,Near Acceptable,1
tryb1,it0,shape,Acceptable,5
tryb1,it0,pharm,Near Acceptable,5
tryb1,it1,shape,Medium,5
tryb1,it1,pharm,Near Acceptable,5
tryb1,it0,shape,Acceptable,10
tryb1,it0,pharm,Near Acceptable,10
tryb1,it1,shape,Medium,10
tryb1,it1,pharm,Near Acceptable,10
tryb1,it0,shape,Acceptable,50
tryb1,it0,pharm,Near Acceptable,50
tryb1,it1,shape,Medium,50
tryb1,it1,pharm,Acceptable,50
tryb1,it0,shape,Medium,100
tryb1,it0,pharm,Acceptable,100
tryb1,it1,shape,Medium,100
tryb1,it1,pharm,Acceptable,100
tryb1,it0,shape,Medium,200
tryb1,it0,pharm,Acceptable,200
tryb1,it1,shape,Medium,200
tryb1,it1,pharm,Acceptable,200
tryb1,it0,shape,Medium,1000
tryb1,it0,pharm,Acceptable,1000
tryb1,it1,shape,Medium,1000
tryb1,it1,pharm,Acceptable,1000
tysy,it0,shape,Low,1
tysy,it0,pharm,Low,1
tysy,it1,shape,Near Acceptable,1
tysy,it1,pharm,Low,1
tysy,it0,shape,Low,5
tysy,it0,pharm,Low,5
tysy,it1,shape,Near Acceptable,5
tysy,it1,pharm,Near Acceptable,5
tysy,it0,shape,Low,10
tysy,it0,pharm,Low,10
tysy,it1,shape,Near Acceptable,10
tysy,it1,pharm,Near Acceptable,10
tysy,it0,shape,Low,50
tysy,it0,pharm,Low,50
tysy,it1,shape,Near Acceptable,50
tysy,it1,pharm,Near Acceptable,50
tysy,it0,shape,Low,100
tysy,it0,pharm,Low,100
tysy,it1,shape,Near Acceptable,100
tysy,it1,pharm,Near Acceptable,100
tysy,it0,shape,Low,200
tysy,it0,pharm,Near Acceptable,200
tysy,it1,shape,Near Acceptable,200
tysy,it1,pharm,Acceptable,200
tysy,it0,shape,Near Acceptable,1000
tysy,it0,pharm,Near Acceptable,1000
tysy,it1,shape,Near Acceptable,1000
tysy,it1,pharm,Acceptable,1000
urok,it0,shape,Low,1
urok,it0,pharm,Near Acceptable,1
urok,it1,shape,Acceptable,1
urok,it1,pharm,Near Acceptable,1
urok,it0,shape,Low,5
urok,it0,pharm,Near Acceptable,5
urok,it1,shape,Acceptable,5
urok,it1,pharm,Acceptable,5
urok,it0,shape,Low,10
urok,it0,pharm,Near Acceptable,10
urok,it1,shape,Acceptable,10
urok,it1,pharm,Acceptable,10
urok,it0,shape,Acceptable,50
urok,it0,pharm,Near Acceptable,50
urok,it1,shape,Medium,50
urok,it1,pharm,Acceptable,50
urok,it0,shape,Acceptable,100
urok,it0,pharm,Near Acceptable,100
urok,it1,shape,Medium,100
urok,it1,pharm,Acceptable,100
urok,it0,shape,Acceptable,200
urok,it0,pharm,Near Acceptable,200
urok,it1,shape,Medium,200
urok,it1,pharm,Acceptable,200
urok,it0,shape,Acceptable,1000
urok,it0,pharm,Near Acceptable,1000
urok,it1,shape,Medium,1000
urok,it1,pharm,Acceptable,1000
vgfr2,it0,shape,Low,1
vgfr2,it0,pharm,Near Acceptable,1
vgfr2,it1,shape,Low,1
vgfr2,it1,pharm,Acceptable,1
vgfr2,it0,shape,Low,5
vgfr2,it0,pharm,Near Acceptable,5
vgfr2,it1,shape,Low,5
vgfr2,it1,pharm,Acceptable,5
vgfr2,it0,shape,Low,10
vgfr2,it0,pharm,Near Acceptable,10
vgfr2,it1,shape,Acceptable,10
vgfr2,it1,pharm,Acceptable,10
vgfr2,it0,shape,Acceptable,50
vgfr2,it0,pharm,Acceptable,50
vgfr2,it1,shape,Acceptable,50
vgfr2,it1,pharm,Acceptable,50
vgfr2,it0,shape,Acceptable,100
vgfr2,it0,pharm,Acceptable,100
vgfr2,it1,shape,Acceptable,100
vgfr2,it1,pharm,Acceptable,100
vgfr2,it0,shape,Acceptable,200
vgfr2,it0,pharm,Acceptable,200
vgfr2,it1,shape,Acceptable,200
vgfr2,it1,pharm,Acceptable,200
vgfr2,it0,shape,Acceptable,1000
vgfr2,it0,pharm,Acceptable,1000
vgfr2,it1,shape,Acceptable,1000
vgfr2,it1,pharm,Acceptable,1000
wee1,it0,shape,Low,1
wee1,it0,pharm,Acceptable,1
wee1,it1,shape,Acceptable,1
wee1,it1,pharm,Acceptable,1
wee1,it0,shape,Near Acceptable,5
wee1,it0,pharm,Acceptable,5
wee1,it1,shape,Acceptable,5
wee1,it1,pharm,Acceptable,5
wee1,it0,shape,Near Acceptable,10
wee1,it0,pharm,Acceptable,10
wee1,it1,shape,Acceptable,10
wee1,it1,pharm,Acceptable,10
wee1,it0,shape,Acceptable,50
wee1,it0,pharm,Acceptable,50
wee1,it1,shape,Acceptable,50
wee1,it1,pharm,Acceptable,50
wee1,it0,shape,Acceptable,100
wee1,it0,pharm,Acceptable,100
wee1,it1,shape,Acceptable,100
wee1,it1,pharm,Medium,100
wee1,it0,shape,Acceptable,200
wee1,it0,pharm,Acceptable,200
wee1,it1,shape,Acceptable,200
wee1,it1,pharm,Medium,200
wee1,it0,shape,Acceptable,1000
wee1,it0,pharm,Acceptable,1000
wee1,it1,shape,Acceptable,1000
wee1,it1,pharm,Medium,1000
xiap,it0,shape,Low,1
xiap,it0,pharm,Low,1
xiap,it1,shape,Low,1
xiap,it1,pharm,Low,1
xiap,it0,shape,Low,5
xiap,it0,pharm,Low,5
xiap,it1,shape,Low,5
xiap,it1,pharm,Low,5
xiap,it0,shape,Low,10
xiap,it0,pharm,Low,10
xiap,it1,shape,Low,10
xiap,it1,pharm,Low,10
xiap,it0,shape,Low,50
xiap,it0,pharm,Low,50
xiap,it1,shape,Low,50
xiap,it1,pharm,Low,50
xiap,it0,shape,Low,100
xiap,it0,pharm,Low,100
xiap,it1,shape,Low,100
xiap,it1,pharm,Low,100
xiap,it0,shape,Low,200
xiap,it0,pharm,Low,200
xiap,it1,shape,Low,200
xiap,it1,pharm,Low,200
xiap,it0,shape,Low,1000
xiap,it0,pharm,Low,1000
xiap,it1,shape,Low,1000
xiap,it1,pharm,Low,1000
